"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Category Default Name","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu","Krótki opis"
"49","Bezrękawnik Pikeur Pico antracytowy","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","333.45 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-antracytowy-49.html","http://www.pegazshop.pl/19090/bezrękawnik-pikeur-pico-antracytowy.jpg","Kamizelki męskie","Pikeur","4055377705832","00433-PICO 1988-52","<p>Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.</p>"
"50","Bezrękawnik Pikeur Pico czerwony","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","333.45 PLN,333.45 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-czerwony-50.html","http://www.pegazshop.pl/19349/bezrękawnik-pikeur-pico-czerwony.jpg","Kamizelki męskie","Pikeur","4055377508785","00434-PICO 1986-48","<p>Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.</p>"
"51","Bezrękawnik Pikeur Pico niebieski","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","333.45 PLN,333.45 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-niebieski-51.html","http://www.pegazshop.pl/19352/bezrękawnik-pikeur-pico-niebieski.jpg","Kamizelki męskie","Pikeur","4055377705788","00436-PICO1990-50","<p>Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.</p>"
"53","Blokada boksu Eskadron black,  czarna","Blokada boksu z kolekcji Eskadron. Wykonana z solidnego materiału. Regulowana, zapinana na sześć zwykłych karabińczyków. Ozdobiona logiem Eskadron.","229.00 PLN","229.00 PLN","https://www.pegazshop.pl/blokada-boksu-eskadron-black-czarna-53.html","http://www.pegazshop.pl/18035/blokada-boksu-eskadron-black-czarna.jpg","Zasłony na box","Eskadron","4055377067664","334001207","<p>Blokada boksu z kolekcji Eskadron. Wykonana z solidnego materiału. Regulowana, zapinana na sześć zwykłych karabińczyków. Ozdobiona logiem Eskadron.</p>"
"54","Bluza HKM Flash granatowo-szary","Sportowa bluza z kapturem Flash firmy HKM. Wykonana z oddychającego oraz miłego w dotyku materiału. Wyposażona w dwie kieszonki z przodu. Taliowana, dobrze dopasowuje się do ciała. Ozdobiona elementami charakterystycznymi dla kolekcji. Materia 100% bawełn","189.00 PLN","189.00 PLN,189.00 PLN","https://www.pegazshop.pl/bluza-hkm-flash-granatowo-szary-54.html","http://www.pegazshop.pl/34/bluza-hkm-flash-granatowo-szary.jpg,http://www.pegazshop.pl/35/bluza-hkm-flash-granatowo-szary.jpg","Bluzy damskie","HKM","4057052058721","78156995-S","<p>Sportowa bluza z kapturem Flash firmy HKM. Wykonana z oddychającego oraz miłego w dotyku materiału. Wyposażona w dwie kieszonki z przodu. Taliowana, dobrze dopasowuje się do ciała. Ozdobiona elementami charakterystycznymi dla kolekcji. Materia 100% bawełn</p>"
"55","Bluza Pikeur Dorena pomarańczowa","Bluza z kapturem Dorena firmy Pikeur z kolekcji wiosna-lato 2017. Idealnie skrojona, dopasowująca się do kobiecego ciała. Zapinana na dwubiegunowy zamek błyskawiczny o kontrastującym kolorze tworzącym spójną całość z kolorowymi przeszyciami na bluzie. Wyposażona w dwie zapinane kieszenie oraz kaptur ze ściągającym sznurkiem.","585.00 PLN","339.30 PLN","https://www.pegazshop.pl/bluza-pikeur-dorena-pomarańczowa-55.html","http://www.pegazshop.pl/19405/bluza-pikeur-dorena-pomarańczowa.jpg","Bluzy damskie","Pikeur","4055377549726","00461-DORENA 2665-36","<p>Bluza z kapturem Dorena firmy Pikeur z kolekcji wiosna-lato 2017. Idealnie skrojona, dopasowująca się do kobiecego ciała. Zapinana na dwubiegunowy zamek błyskawiczny o kontrastującym kolorze tworzącym spójną całość z kolorowymi przeszyciami na bluzie. Wyposażona w dwie zapinane kieszenie oraz kaptur ze ściągającym sznurkiem.</p>"
"57","Bluza Pikeur Leonie granatowa","Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna-lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi.","499.00 PLN","440.00 PLN,499.00 PLN","https://www.pegazshop.pl/bluza-pikeur-leonie-granatowa-57.html","http://www.pegazshop.pl/17552/bluza-pikeur-leonie-granatowa.jpg","Bluzy damskie","Pikeur","4055377292462","00469-LEONIE 3668/38","<p>Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna-lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi.</p>"
"58","Bluza Pikeur Leonie szara","Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna/lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi. ","499.00 PLN","299.40 PLN","https://www.pegazshop.pl/bluza-pikeur-leonie-szara-58.html","http://www.pegazshop.pl/19371/bluza-pikeur-leonie-szara.jpg","Bluzy damskie","Pikeur","4055377292516","00471-LEONIE 3669-34","<p>Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna/lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi.</p>"
"62","Bluza z kapturem Pikeur Helene szara","Damska bluza z kapturem Helene marki Pikeur z kolekcji wiosna/lato 2016. Wykonana z wysokiej jakości materiału z podszewką o kontrastowym kolorze. Zapinana na dwukierunkowy suwak. Wnętrze kaptura, jego sznurki, lamówki wokół rękawów i bluzy oraz przy kieszeniach wykonane z materiału o tym samym kolorze co podszewka. Na rękawie duża cekinowa aplikacja tworząca napis Pikeur. ","455.00 PLN","263.90 PLN","https://www.pegazshop.pl/bluza-z-kapturem-pikeur-helene-szara-62.html","http://www.pegazshop.pl/19375/bluza-z-kapturem-pikeur-helene-szara.jpg,http://www.pegazshop.pl/19376/bluza-z-kapturem-pikeur-helene-szara.jpg","Bluzy damskie","Pikeur","4055377293445","00486-HELENE 3681-38","<p>Damska bluza z kapturem Helene marki Pikeur z kolekcji wiosna/lato 2016. Wykonana z wysokiej jakości materiału z podszewką o kontrastowym kolorze. Zapinana na dwukierunkowy suwak. Wnętrze kaptura, jego sznurki, lamówki wokół rękawów i bluzy oraz przy kieszeniach wykonane z materiału o tym samym kolorze co podszewka. Na rękawie duża cekinowa aplikacja tworząca napis Pikeur.</p>"
"63","Bluza z kapturem Pikeur Medea zielona","Damska bluza z kapturem Medea marki Pikeur z kolekcji jesień/zima 2016. Wykonana z lekkiego softshellu chroniącego przed wiatrem i deszczem. Zapewnia maksimum komfortu podczas intensywnych treningów, ponieważ idealnie dopasowuje się do ciała  i przepuszcza powietrze. Kurtka wyposażona w dwustronny zamek, dwie zapinane kieszenie, ściągacze wzdłuż bioder oraz na zakończeniu rękawów. Ozdobiona białymi przeszyciami wokół kieszeni i emblematem z logo na rękawie. ","699.00 PLN","419.40 PLN","https://www.pegazshop.pl/bluza-z-kapturem-pikeur-medea-zielona-63.html","http://www.pegazshop.pl/19377/bluza-z-kapturem-pikeur-medea-zielona.jpg","Bluzy damskie","Pikeur","4055377288649","00489-MEDEA 2753-34","<p>Damska bluza z kapturem Medea marki Pikeur z kolekcji jesień/zima 2016. Wykonana z lekkiego softshellu chroniącego przed wiatrem i deszczem. Zapewnia maksimum komfortu podczas intensywnych treningów, ponieważ idealnie dopasowuje się do ciała  i przepuszcza powietrze. Kurtka wyposażona w dwustronny zamek, dwie zapinane kieszenie, ściągacze wzdłuż bioder oraz na zakończeniu rękawów. Ozdobiona białymi przeszyciami wokół kieszeni i emblematem z logo na rękawie.</p>"
"66","Bluzka konkursowa Waldhausen Cassandra biała","Bluzka konkursowa Cassandra firmy Waldhausen wykonana z wysokiej jakości materiału bawełnianego, przez co bluzka jest miła w dotyku, wygodna oraz elastyczna. Na ramionach oraz stójka ozdobiona perełkami. Zapinana na eleganckie perłowe guziki. Lekko przedłużona na tylnej części. Rękawek długość: ½.","175.00 PLN","175.00 PLN,175.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-waldhausen-cassandra-biała-66.html","http://www.pegazshop.pl/43/bluzka-konkursowa-waldhausen-cassandra-biała.jpg","Koszule konkursowe","Waldhausen","4043969388655","3209302-36","<p>Bluzka konkursowa Cassandra firmy Waldhausen wykonana z wysokiej jakości materiału bawełnianego, przez co bluzka jest miła w dotyku, wygodna oraz elastyczna. Na ramionach oraz stójka ozdobiona perełkami. Zapinana na eleganckie perłowe guziki. Lekko przedłużona na tylnej części. Rękawek długość: ½.</p>"
"68","Bluzka konkursowa FP Julia czerwona","Bluzka konkursowa Julia marki Fair Play wykonana z wysokiej jakości materiału doskonale przepuszczającego powietrze i odprowadzającego wilgoć. Elgancka koszulka z krótkim rękawem, zapinana na suwak. Efektowne marszczenie i ozdobne logo z przodu.","159.00 PLN","159.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-fp-julia-czerwona-68.html","http://www.pegazshop.pl/44/bluzka-konkursowa-fp-julia-czerwona.jpg","Koszule konkursowe","Inter-Api","5901845320801","03143040400-M","<p>Bluzka konkursowa Julia marki Fair Play wykonana z wysokiej jakości materiału doskonale przepuszczającego powietrze i odprowadzającego wilgoć. Elgancka koszulka z krótkim rękawem, zapinana na suwak. Efektowne marszczenie i ozdobne logo z przodu.</p>"
"69","Bluzka konkursowa HKM international granatowa","Bluzka konkursowa firmy HKM o sportowy kroju. Wykonana z oddychającego, odpornego na zabrudzenia materiału łączącego poliester i elastan. Charakteryzuje się wcięciem w tali oraz dużą elastycznością. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawod","152.00 PLN","152.00 PLN,152.00 PLN,152.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-international-granatowa-69.html","http://www.pegazshop.pl/45/bluzka-konkursowa-hkm-international-granatowa.jpg","Koszule konkursowe","HKM","4000315932641","74626900-M","<p>Bluzka konkursowa firmy HKM o sportowy kroju. Wykonana z oddychającego, odpornego na zabrudzenia materiału łączącego poliester i elastan. Charakteryzuje się wcięciem w tali oraz dużą elastycznością. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawod</p>"
"70","Bluzka konkursowa HKM Quins Lace granatowa","Bluzka konkursowa Quins Lance firmy HKM o bardzo delikatnym fasonie łączącym w sobie zarówno sportowy jak i elegancki styl. Opatrzona została logiem Lauria Garrelli. Charakteryzuje się wcięciem w tali oraz elastycznością. Znakomicie uzupełnia wygląd stroj","137.00 PLN","137.00 PLN,137.00 PLN,137.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-quins-lace-granatowa-70.html","http://www.pegazshop.pl/46/bluzka-konkursowa-hkm-quins-lace-granatowa.jpg","Koszule konkursowe","HKM","4057052104619","81676900-M","<p>Bluzka konkursowa Quins Lance firmy HKM o bardzo delikatnym fasonie łączącym w sobie zarówno sportowy jak i elegancki styl. Opatrzona została logiem Lauria Garrelli. Charakteryzuje się wcięciem w tali oraz elastycznością. Znakomicie uzupełnia wygląd stroj</p>"
"71","Bluzka konkursowa HKM Silver Stream czerwona","Bluzka konkursowa Silver Stream firmy HKM o sportowy fasonie z delikatnymi zdobieniami przy zapięciu. Charakteryzuje się wcięciem w tali, duża elastycznością oraz świetną wchłanialnością wilgoci. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawodów.","245.00 PLN","245.00 PLN,245.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-silver-stream-czerwona-71.html","http://www.pegazshop.pl/47/bluzka-konkursowa-hkm-silver-stream-czerwona.jpg,http://www.pegazshop.pl/48/bluzka-konkursowa-hkm-silver-stream-czerwona.jpg","Koszule konkursowe","HKM","4000315928729","73543900-M","<p>Bluzka konkursowa Silver Stream firmy HKM o sportowy fasonie z delikatnymi zdobieniami przy zapięciu. Charakteryzuje się wcięciem w tali, duża elastycznością oraz świetną wchłanialnością wilgoci. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawodów.</p>"
"72","Bluzka konkursowa Horze biała","Koszulka konkursowa plisowana firmy Horze. Zdobiona plisowaniem na wysokości klatki piersiowej. Wykonana z dobrego materiału szybkoschnącego i oddychającego. Zapinana na guziki. Materiał: 95% poliester, 5% elastan.","129.00 PLN","129.00 PLN,129.00 PLN,129.00 PLN,129.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-horze-biała-72.html","http://www.pegazshop.pl/49/bluzka-konkursowa-horze-biała.jpg","Koszule konkursowe","Horze","6438076235394","32362-WH-36","<p>Koszulka konkursowa plisowana firmy Horze. Zdobiona plisowaniem na wysokości klatki piersiowej. Wykonana z dobrego materiału szybkoschnącego i oddychającego. Zapinana na guziki. Materiał: 95% poliester, 5% elastan.</p>"
"73","Bluzka konkursowa Horze Cool biała","Koszulka konkursowa dziecięca Cool firmy Horze. Wykonana z elastycznego, szybkoschnącego i oddychającego materiału wysokiej jakości. Dopasowuje się do ciała i nie krępuje ruchów. Zapinana na guziki. Materiał: 95% poliester, 5% elastan. ","99.00 PLN","99.00 PLN,99.00 PLN,99.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-horze-cool-biała-73.html","http://www.pegazshop.pl/50/bluzka-konkursowa-horze-cool-biała.jpg","Koszule konkursowe","Horze","6438076456232","33044-WH-122/128","<p>Koszulka konkursowa dziecięca Cool firmy Horze. Wykonana z elastycznego, szybkoschnącego i oddychającego materiału wysokiej jakości. Dopasowuje się do ciała i nie krępuje ruchów. Zapinana na guziki. Materiał: 95% poliester, 5% elastan.</p>"
"79","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","245.00 PLN,269.00 PLN,269.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html","http://www.pegazshop.pl/18148/bluzka-konkursowa-pikeur-biała-.jpg","Koszule konkursowe","Pikeur","4055377278213","00547-549/6007-34","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"80","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","315.00 PLN","315.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--80.html","http://www.pegazshop.pl/18150/bluzka-konkursowa-pikeur-biała-.jpg","Koszule konkursowe","Pikeur","4055377278848","00548-553/6007-34","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"81","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","269.00 PLN,269.00 PLN,269.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html","http://www.pegazshop.pl/18152/bluzka-konkursowa-pikeur-biała-.jpg","Koszule konkursowe","Pikeur","4055377278282","00549-549/6049-34","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"84","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","245.00 PLN","166.60 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała-84.html","http://www.pegazshop.pl/18538/bluzka-konkursowa-pikeur-biała.jpg","Koszule konkursowe","Pikeur","4047182599089","00555-D-TURN.SHIRT 6039-36","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"85","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","249.00 PLN","84.93 PLN,141.93 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--85.html","http://www.pegazshop.pl/18693/bluzka-konkursowa-pikeur-biała-.jpg","Koszule konkursowe","Pikeur","4047182681265","TURN.SHIRT 6020-36 WHITE","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.</p>"
"86","Bluzka konkursowa Pikeur biało-różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","289.00 PLN","92.34 PLN,164.73 PLN,164.73 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biało-różowa-86.html","http://www.pegazshop.pl/18697/bluzka-konkursowa-pikeur-biało-różowa.jpg","Koszule konkursowe","Pikeur","4047182780388","TURNSHIRT 6020-36 WH/PINK","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.</p>"
