"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Category Default Name","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu","Krótki opis"
"51","Bezrękawnik Pikeur Pico niebieski","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","333.45 PLN,333.45 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-niebieski-51.html","http://www.pegazshop.pl/19352/bezrękawnik-pikeur-pico-niebieski.jpg","Kamizelki męskie","Pikeur","4055377705788","00436-PICO1990-50","<p>Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.</p>"
"55","Bluza Pikeur Dorena pomarańczowa","Bluza z kapturem Dorena firmy Pikeur z kolekcji wiosna-lato 2017. Idealnie skrojona, dopasowująca się do kobiecego ciała. Zapinana na dwubiegunowy zamek błyskawiczny o kontrastującym kolorze tworzącym spójną całość z kolorowymi przeszyciami na bluzie. Wyposażona w dwie zapinane kieszenie oraz kaptur ze ściągającym sznurkiem.","585.00 PLN","339.30 PLN","https://www.pegazshop.pl/bluza-pikeur-dorena-pomarańczowa-55.html","http://www.pegazshop.pl/19405/bluza-pikeur-dorena-pomarańczowa.jpg","Bluzy damskie","Pikeur","4055377549726","00461-DORENA 2665-36","<p>Bluza z kapturem Dorena firmy Pikeur z kolekcji wiosna-lato 2017. Idealnie skrojona, dopasowująca się do kobiecego ciała. Zapinana na dwubiegunowy zamek błyskawiczny o kontrastującym kolorze tworzącym spójną całość z kolorowymi przeszyciami na bluzie. Wyposażona w dwie zapinane kieszenie oraz kaptur ze ściągającym sznurkiem.</p>"
"58","Bluza Pikeur Leonie szara","Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna/lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi. ","499.00 PLN","299.40 PLN","https://www.pegazshop.pl/bluza-pikeur-leonie-szara-58.html","http://www.pegazshop.pl/19371/bluza-pikeur-leonie-szara.jpg","Bluzy damskie","Pikeur","4055377292516","00471-LEONIE 3669-34","<p>Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna/lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi.</p>"
"62","Bluza z kapturem Pikeur Helene szara","Damska bluza z kapturem Helene marki Pikeur z kolekcji wiosna/lato 2016. Wykonana z wysokiej jakości materiału z podszewką o kontrastowym kolorze. Zapinana na dwukierunkowy suwak. Wnętrze kaptura, jego sznurki, lamówki wokół rękawów i bluzy oraz przy kieszeniach wykonane z materiału o tym samym kolorze co podszewka. Na rękawie duża cekinowa aplikacja tworząca napis Pikeur. ","455.00 PLN","263.90 PLN","https://www.pegazshop.pl/bluza-z-kapturem-pikeur-helene-szara-62.html","http://www.pegazshop.pl/19375/bluza-z-kapturem-pikeur-helene-szara.jpg,http://www.pegazshop.pl/19376/bluza-z-kapturem-pikeur-helene-szara.jpg","Bluzy damskie","Pikeur","4055377293445","00486-HELENE 3681-38","<p>Damska bluza z kapturem Helene marki Pikeur z kolekcji wiosna/lato 2016. Wykonana z wysokiej jakości materiału z podszewką o kontrastowym kolorze. Zapinana na dwukierunkowy suwak. Wnętrze kaptura, jego sznurki, lamówki wokół rękawów i bluzy oraz przy kieszeniach wykonane z materiału o tym samym kolorze co podszewka. Na rękawie duża cekinowa aplikacja tworząca napis Pikeur.</p>"
"63","Bluza z kapturem Pikeur Medea zielona","Damska bluza z kapturem Medea marki Pikeur z kolekcji jesień/zima 2016. Wykonana z lekkiego softshellu chroniącego przed wiatrem i deszczem. Zapewnia maksimum komfortu podczas intensywnych treningów, ponieważ idealnie dopasowuje się do ciała  i przepuszcza powietrze. Kurtka wyposażona w dwustronny zamek, dwie zapinane kieszenie, ściągacze wzdłuż bioder oraz na zakończeniu rękawów. Ozdobiona białymi przeszyciami wokół kieszeni i emblematem z logo na rękawie. ","699.00 PLN","419.40 PLN","https://www.pegazshop.pl/bluza-z-kapturem-pikeur-medea-zielona-63.html","http://www.pegazshop.pl/19377/bluza-z-kapturem-pikeur-medea-zielona.jpg","Bluzy damskie","Pikeur","4055377288649","00489-MEDEA 2753-34","<p>Damska bluza z kapturem Medea marki Pikeur z kolekcji jesień/zima 2016. Wykonana z lekkiego softshellu chroniącego przed wiatrem i deszczem. Zapewnia maksimum komfortu podczas intensywnych treningów, ponieważ idealnie dopasowuje się do ciała  i przepuszcza powietrze. Kurtka wyposażona w dwustronny zamek, dwie zapinane kieszenie, ściągacze wzdłuż bioder oraz na zakończeniu rękawów. Ozdobiona białymi przeszyciami wokół kieszeni i emblematem z logo na rękawie.</p>"
"84","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","245.00 PLN","166.60 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała-84.html","http://www.pegazshop.pl/18538/bluzka-konkursowa-pikeur-biała.jpg","Koszule konkursowe","Pikeur","4047182599089","00555-D-TURN.SHIRT 6039-36","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"85","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","249.00 PLN","84.93 PLN,141.93 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--85.html","http://www.pegazshop.pl/18693/bluzka-konkursowa-pikeur-biała-.jpg","Koszule konkursowe","Pikeur","4047182681265","TURN.SHIRT 6020-36 WHITE","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.</p>"
"86","Bluzka konkursowa Pikeur biało-różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","289.00 PLN","92.34 PLN,164.73 PLN,164.73 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biało-różowa-86.html","http://www.pegazshop.pl/18697/bluzka-konkursowa-pikeur-biało-różowa.jpg","Koszule konkursowe","Pikeur","4047182780388","TURNSHIRT 6020-36 WH/PINK","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.</p>"
"88","Bluzka konkursowa Pikeur czerwona","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","315.00 PLN","220.50 PLN,195.30 PLN,220.50 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-czerwona--88.html","http://www.pegazshop.pl/18604/bluzka-konkursowa-pikeur-czerwona-.jpg","Koszule konkursowe","Pikeur","4055377278565","550/6000-34 RED","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.</p>"
"89","Bluzka konkursowa Pikeur czerwona","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","289.00 PLN","179.18 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-czerwona--89.html","http://www.pegazshop.pl/18566/bluzka-konkursowa-pikeur-czerwona-.jpg","Koszule konkursowe","Pikeur","4047182780449","00570-TURNSHIRT 6000-34","<p>Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>"
"105","Bluzka Pikeur Antonia czerwona","Bluzka damska Antonia firmy Pikeur z kolekcji wiosna-lato 2017.Wykonana z  najwyższej jakości, oddychającego materiału. Ozdobiona dużym logiem firmy. ","225.00 PLN","128.25 PLN,128.25 PLN","https://www.pegazshop.pl/bluzka-pikeur-antonia-czerwona-105.html","http://www.pegazshop.pl/18624/bluzka-pikeur-antonia-czerwona.jpg","Koszulki damskie","Pikeur","4055377536870","ANTONIA 3699-38","<p>Bluzka damska Antonia firmy Pikeur z kolekcji wiosna-lato 2017.Wykonana z  najwyższej jakości, oddychającego materiału. Ozdobiona dużym logiem firmy.</p>"
"108","Bluzka Pikeur Celia brązowa","Bluzka Pikeur na długi rękaw. Wykonana z wysokiej jakości materiału. Z przodu koszulki logo firmy.","199.00 PLN","119.40 PLN","https://www.pegazshop.pl/bluzka-pikeur-celia-brązowa-108.html","http://www.pegazshop.pl/18631/bluzka-pikeur-celia-brązowa.jpg","Koszulki damskie","Pikeur","4055377220090","CELIA 3620-42","<p>Bluzka Pikeur na długi rękaw. Wykonana z wysokiej jakości materiału. Z przodu koszulki logo firmy.</p>"
"111","Koszulka Pikeur Lucette szara","Koszulka Lucette marki Pikeur z kolekcji wiosna-lato 2017. Sportowa, damska koszulka z krótkim rękawem i ciekawym dekoltem. Ozdobiona napisem Pikeur Sports na lewej piersi.","249.00 PLN","149.40 PLN,149.40 PLN","https://www.pegazshop.pl/koszulka-pikeur-lucette-szara-111.html","http://www.pegazshop.pl/18036/koszulka-pikeur-lucette-szara.jpg","Koszulki damskie","Pikeur","4055377536238","LUCETTE 3600-36","<p>Koszulka Lucette marki Pikeur z kolekcji wiosna-lato 2017. Sportowa, damska koszulka z krótkim rękawem i ciekawym dekoltem. Ozdobiona napisem Pikeur Sports na lewej piersi.</p>"
"113","Bluzka Pikeur Pia szara","Koszulka Pia marki Pikeur z kolekcji wiosna-lato 2017. Kobiecy, bardzo wygodny i przewiewny Tshirt z krótkim rękawkiem. Ozdobiony dużym cekinowym napisem Pikeur, który dodatkowo został obszyty nicią w kontrastującym kolorze.","199.00 PLN","119.40 PLN","https://www.pegazshop.pl/bluzka-pikeur-pia-szara-113.html","http://www.pegazshop.pl/18600/bluzka-pikeur-pia-szara.jpg","Koszulki damskie","Pikeur","4055377538676","00627-PIA 3692-36","<p>Koszulka Pia marki Pikeur z kolekcji wiosna-lato 2017. Kobiecy, bardzo wygodny i przewiewny Tshirt z krótkim rękawkiem. Ozdobiony dużym cekinowym napisem Pikeur, który dodatkowo został obszyty nicią w kontrastującym kolorze.</p>"
"114","Bluzka Pikeur Ulrika żółta","Bluzka na krótki rękaw firmy Pikeur. Wykonana z wysokiej jakości materiału. Ozdobiona kwiatowym wzorem. ","169.00 PLN","99.71 PLN","https://www.pegazshop.pl/bluzka-pikeur-ulrika-żółta-114.html","http://www.pegazshop.pl/18605/bluzka-pikeur-ulrika-żółta.jpg","Koszulki damskie","Pikeur","4055377294978","00629-ULRIKA 3701-36","<p>Bluzka na krótki rękaw firmy Pikeur. Wykonana z wysokiej jakości materiału. Ozdobiona kwiatowym wzorem.</p>"
"130","Bryczesy Pikeur Felina białe","Damskie bryczesy Felina marki Pikeur z kolekcji wiosna-lato 2012. Eleganckie model wykonany z wysokiej jakości elastycznego materiału. Posiadają pełen lej z imitacji skóry, który wspomaga utrzymanie się w siodle. Wyposażone w dwie otwarte kieszenie. Charakteryzują się małą srebrną kieszonką z prawej strony oraz aplikacją na lewym biodrze nad, którą znajduje się delikatny napis Pikeur.","745.00 PLN","484.25 PLN","https://www.pegazshop.pl/bryczesy-pikeur-felina-białe-130.html","http://www.pegazshop.pl/18154/bryczesy-pikeur-felina-białe.jpg,http://www.pegazshop.pl/18155/bryczesy-pikeur-felina-białe.jpg,http://www.pegazshop.pl/18156/bryczesy-pikeur-felina-białe.jpg","Bryczesy damskie","Pikeur","4047182598747","00707-FELINA 8233-M","<p>Damskie bryczesy Felina marki Pikeur z kolekcji wiosna-lato 2012. Eleganckie model wykonany z wysokiej jakości elastycznego materiału. Posiadają pełen lej z imitacji skóry, który wspomaga utrzymanie się w siodle. Wyposażone w dwie otwarte kieszenie. Charakteryzują się małą srebrną kieszonką z prawej strony oraz aplikacją na lewym biodrze nad, którą znajduje się delikatny napis Pikeur.</p>"
"135","Bryczesy Pikeur Latina Grip zielone","Damskie bryczesy Latina Grip marki Pikeur z kolekcji wiosna-lato 2015. Model o świetnym kroju. Posiada lej z elastycznym i przewiewnym grippem, dzięki czemu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w zapinane na suwak dwie skośne kieszenie. Ozdobione napisem Pikeur na jednej z nich. Z tyłu spodni dekoracyjne skrzyżowanie szlufek. <br/>
","675.00 PLN","371.25 PLN","https://www.pegazshop.pl/bryczesy-pikeur-latina-grip-zielone-135.html","http://www.pegazshop.pl/19717/bryczesy-pikeur-latina-grip-zielone.jpg,http://www.pegazshop.pl/19718/bryczesy-pikeur-latina-grip-zielone.jpg","Bryczesy damskie","Pikeur","4055377101429","00715-LATINA GRIP 3393-36","<p>Damskie bryczesy Latina Grip marki Pikeur z kolekcji wiosna-lato 2015. Model o świetnym kroju. Posiada lej z elastycznym i przewiewnym grippem, dzięki czemu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w zapinane na suwak dwie skośne kieszenie. Ozdobione napisem Pikeur na jednej z nich. Z tyłu spodni dekoracyjne skrzyżowanie szlufek. <br/></p>"
"136","Bryczesy Pikeur Lavinia Full białe","Bryczesy damskie Lavinia firmy Pikeur. Komfortowe i oddychające. Uszyte z najwyższej jakości materiału.","459.00 PLN","279.30 PLN,279.30 PLN,321.30 PLN,321.30 PLN","https://www.pegazshop.pl/bryczesy-pikeur-lavinia-full-białe-136.html","http://www.pegazshop.pl/19793/bryczesy-pikeur-lavinia-full-białe.jpg","Bryczesy damskie","Pikeur","4047182248987","00716-LAVINIA 7743-34","<p>Bryczesy damskie Lavinia firmy Pikeur. Komfortowe i oddychające. Uszyte z najwyższej jakości materiału.</p>"
"143","Bryczesy Pikeur Olympic Full białe","Bryczesy sportowe firmy Pikeur. Wykonane z odpornego na plamy i zabrudzenia materiału. Posiadają pełne siedzisko wykonane ze skórzanego panelu McCrown.","719.00 PLN","467.35 PLN","https://www.pegazshop.pl/bryczesy-pikeur-olympic-full-białe-143.html","http://www.pegazshop.pl/18721/bryczesy-pikeur-olympic-full-białe.jpg,http://www.pegazshop.pl/18722/bryczesy-pikeur-olympic-full-białe.jpg","Bryczesy damskie","Pikeur","4047182516710","00738-OLYMPIC I 3133-34","<p>Bryczesy sportowe firmy Pikeur. Wykonane z odpornego na plamy i zabrudzenia materiału. Posiadają pełne siedzisko wykonane ze skórzanego panelu McCrown.</p>"
"146","Buty gumowe Waldhausen Sparkle różowe z brokatem","Gumowe buty Sparkle firmy Waldhausen idealne dla dzieci i kobiet w deszczowe dni. Wygodne oraz praktyczne. Posiadają elastyczne wstawki oraz antypoślizgową podeszwę. Bardzo łatwe w pielęgnacji. Ozdobione brokatem.","80.00 PLN","80.00 PLN,80.00 PLN,80.00 PLN,80.00 PLN,80.00 PLN","https://www.pegazshop.pl/buty-gumowe-waldhausen-sparkle-różowe-z-brokatem-146.html","http://www.pegazshop.pl/111/buty-gumowe-waldhausen-sparkle-różowe-z-brokatem.jpg","Buty gumowe","Waldhausen","4057962025356","6187038-34","<p>Gumowe buty Sparkle firmy Waldhausen idealne dla dzieci i kobiet w deszczowe dni. Wygodne oraz praktyczne. Posiadają elastyczne wstawki oraz antypoślizgową podeszwę. Bardzo łatwe w pielęgnacji. Ozdobione brokatem.</p>"
"159","Cylinder HKM z kuferkiem czarny","Cylinder firmy HKM to przepiękne nakrycie głowy wykonane w 100% z wełny, w komplecie z kuferkiem transportowym. Eleganckie nakrycie stosowane podczas pokazów ujeżdżeniowych.","189.00 PLN","189.00 PLN,189.00 PLN,189.00 PLN,189.00 PLN","https://www.pegazshop.pl/cylinder-hkm-z-kuferkiem-czarny-159.html","http://www.pegazshop.pl/138/cylinder-hkm-z-kuferkiem-czarny.jpg,http://www.pegazshop.pl/139/cylinder-hkm-z-kuferkiem-czarny.jpg","Cylindry","HKM","4000315464340","16399100-54","<p>Cylinder firmy HKM to przepiękne nakrycie głowy wykonane w 100% z wełny, w komplecie z kuferkiem transportowym. Eleganckie nakrycie stosowane podczas pokazów ujeżdżeniowych.</p>"
"166","Czapka Pikeur NG & j.fioletowa","Czapka marki Pikeur wykonana z dzianiny. Zakończona przyjemnym w dotyku pomponem. Idelanie sprawdzi się podczas chłodniejszych dni. Ozdobiona błyszczącym znakiem &.","115.00 PLN","63.25 PLN","https://www.pegazshop.pl/czapka-pikeur-ng-jfioletowa-166.html","http://www.pegazshop.pl/17560/czapka-pikeur-ng-jfioletowa.jpg","Czapki zimowe","Pikeur","4055377346462","00944-MUTZE 1394-57","<p>Czapka marki Pikeur wykonana z dzianiny. Zakończona przyjemnym w dotyku pomponem. Idelanie sprawdzi się podczas chłodniejszych dni. Ozdobiona błyszczącym znakiem &.</p>"
"167","Czapka Pikeur NG & niebieska","Czapka marki Pikeur wykonana z dzianiny. Zakończona przyjemnym w dotyku pomponem. Idelanie sprawdzi się podczas chłodniejszych dni. Ozdobiona błyszczącym znakiem &.","115.00 PLN","63.25 PLN","https://www.pegazshop.pl/czapka-pikeur-ng-niebieska-167.html","http://www.pegazshop.pl/17929/czapka-pikeur-ng-niebieska.jpg","Czapki zimowe","Pikeur","4055377346400","00945-MUTZE 1392-57","<p>Czapka marki Pikeur wykonana z dzianiny. Zakończona przyjemnym w dotyku pomponem. Idelanie sprawdzi się podczas chłodniejszych dni. Ozdobiona błyszczącym znakiem &.</p>"
"172","Czapka uszatka Pikeur brązowa","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta. ","119.00 PLN","70.21 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html","http://www.pegazshop.pl/17931/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/17932/czapka-uszatka-pikeur-brązowa.jpg","Czapki zimowe","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55","<p>Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.</p>"
