"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu"
"1516","Bezrękawnik  Busse SINJA granatowy","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-granatowa-1516.html#/rozmiar-s/kolor-granatowy","http://www.pegazshop.pl/1577/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62794/kamizelka-busse-sinja-granatowa.jpg","Busse","4026107490632","781133.183.737-XS"
"1516","Bezrękawnik  Busse SINJA granatowy","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-granatowa-1516.html#/rozmiar-m/kolor-granatowy","http://www.pegazshop.pl/1577/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62795/kamizelka-busse-sinja-granatowa.jpg","Busse","4026107490632","781133.183.737-XS"
"1516","Bezrękawnik  Busse SINJA granatowy","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-granatowa-1516.html#/rozmiar-l/kolor-granatowy","http://www.pegazshop.pl/1577/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62796/kamizelka-busse-sinja-granatowa.jpg","Busse","4026107490632","781133.183.737-XS"
"1516","Bezrękawnik  Busse SINJA granatowy","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-granatowa-1516.html#/rozmiar-xs/kolor-granatowy","http://www.pegazshop.pl/1577/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62793/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62794/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62795/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62796/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62797/kamizelka-busse-sinja-granatowa.jpg","Busse","4026107490632","781133.183.737-XS"
"1516","Bezrękawnik  Busse SINJA granatowy","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-granatowa-1516.html#/rozmiar-xl/kolor-granatowy","http://www.pegazshop.pl/1577/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62793/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62794/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62795/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62796/kamizelka-busse-sinja-granatowa.jpg,http://www.pegazshop.pl/62797/kamizelka-busse-sinja-granatowa.jpg","Busse","4026107490632","781133.183.737-XS"
"1517","Bezrękawnik  Busse SINJA czerwony","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-czerwona-1517.html#/rozmiar-xs/kolor-czerwony","http://www.pegazshop.pl/1578/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1579/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1580/kamizelka-busse-sinja-czerwona.jpg","Busse","4026107490755","781133.BE7.737-XS"
"1517","Bezrękawnik  Busse SINJA czerwony","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-czerwona-1517.html#/rozmiar-m/kolor-czerwony","http://www.pegazshop.pl/1578/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1579/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1580/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62804/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62805/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62806/kamizelka-busse-sinja-czerwona.jpg","Busse","4026107490755","781133.BE7.737-XS"
"1517","Bezrękawnik  Busse SINJA czerwony","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-czerwona-1517.html#/rozmiar-l/kolor-czerwony","http://www.pegazshop.pl/1578/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1579/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/1580/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62807/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62808/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62809/kamizelka-busse-sinja-czerwona.jpg","Busse","4026107490755","781133.BE7.737-XS"
"1517","Bezrękawnik  Busse SINJA czerwony","<p>Bezrękawnik jeździecki Busse pikowany. Wykonany z materiału hydrofobowego dzięki czemu chroni przed lekkim deszczem. Dwusuwakowy zamek błyskawiczny YKK® z osłoną podbródka pozwala na ideane dopasowanie. Osłona w miejscu kontaktu zamka z siodłem chroni skórę przed uszkodzeniem. Wyposażony w elementy odblaskowe na zamku błyskawicznym, które zapewniają lepszą widoczność. Posiada elastyczne wstawki po bokach i na ramionach oraz dwie duże i praktyczne kieszenie zapinane na zamek.<br /><br />Skład:<br />materiał wierzchni : 100% poliester, pikowany<br />ocieplenie : 100% poliester, pikowane<br />podszewka : 100% poliester</p>","279.00 PLN","60.00 PLN","https://www.pegazshop.pl/kamizelka-busse-sinja-czerwona-1517.html#/rozmiar-s/kolor-czerwony","http://www.pegazshop.pl/62801/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62802/kamizelka-busse-sinja-czerwona.jpg,http://www.pegazshop.pl/62803/kamizelka-busse-sinja-czerwona.jpg","Busse","4026107490755","781133.BE7.737-XS"
"1795","Kołnierz z lycry Waldhausen granatowy","<p>Kołnierz z lycry firmy Waldhausen.</p>","169.00 PLN","101.40 PLN","https://www.pegazshop.pl/kołnierz-z-lycry-waldhausen-granatowy-1795.html#/rozmiar-l/kolor-granatowy","http://www.pegazshop.pl/52909/kołnierz-z-lycry-waldhausen-granatowy.jpg","Waldhausen","4043969052341","818405-L"
"1795","Kołnierz z lycry Waldhausen granatowy","<p>Kołnierz z lycry firmy Waldhausen.</p>","169.00 PLN","101.40 PLN","https://www.pegazshop.pl/kołnierz-z-lycry-waldhausen-granatowy-1795.html#/rozmiar-s/kolor-granatowy","http://www.pegazshop.pl/52909/kołnierz-z-lycry-waldhausen-granatowy.jpg","Waldhausen","4043969052341","818405-L"
"1795","Kołnierz z lycry Waldhausen granatowy","<p>Kołnierz z lycry firmy Waldhausen.</p>","169.00 PLN","101.40 PLN","https://www.pegazshop.pl/kołnierz-z-lycry-waldhausen-granatowy-1795.html#/rozmiar-m/kolor-granatowy","http://www.pegazshop.pl/52909/kołnierz-z-lycry-waldhausen-granatowy.jpg","Waldhausen","4043969052341","818405-L"
"1816","Derka osuszająco-transportowa HKM Global Team granatowa","<p>Derka firmy HKM z najwyższej jakości, oddychającego materiału.</p>","145.00 PLN","72.50 PLN","https://www.pegazshop.pl/derka-drelichowa-hkm-global-team-granatowa-1816.html#/rozmiar-135_cm/kolor-granatowy","http://www.pegazshop.pl/54877/derka-drelichowa-hkm-global-team-granatowa.jpg,http://www.pegazshop.pl/65583/derka-drelichowa-hkm-global-team-granatowa.jpg","HKM","4000315798339","54086900-135"
"1824","Derka osuszająco-transportowa HKM khaki","<p>Derka drelichowa firmy HKM. Wykonana z oddychającego materiału, idealna jako derka przejściowa. Posiada regulowane zapięcie z przodu, pasy krzyżowe pod brzuchem oraz wiązanie pod ogonem. Wyposażona w podszycie na kłębie oraz rozcięcia na łopatki. Wykonana</p>","197.00 PLN","94.50 PLN","https://www.pegazshop.pl/derka-drelichowa-hkm-khaki-1824.html#/rozmiar-135_cm/kolor-khaki","http://www.pegazshop.pl/1825/derka-drelichowa-hkm-khaki.jpg,http://www.pegazshop.pl/96781/derka-drelichowa-hkm-khaki.jpg","HKM","4000315372317","30302100.0021"
"1824","Derka osuszająco-transportowa HKM khaki","<p>Derka drelichowa firmy HKM. Wykonana z oddychającego materiału, idealna jako derka przejściowa. Posiada regulowane zapięcie z przodu, pasy krzyżowe pod brzuchem oraz wiązanie pod ogonem. Wyposażona w podszycie na kłębie oraz rozcięcia na łopatki. Wykonana</p>","197.00 PLN","98.50 PLN","https://www.pegazshop.pl/derka-drelichowa-hkm-khaki-1824.html#/rozmiar-125_cm/kolor-khaki","http://www.pegazshop.pl/1825/derka-drelichowa-hkm-khaki.jpg,http://www.pegazshop.pl/65503/derka-drelichowa-hkm-khaki.jpg,http://www.pegazshop.pl/96780/derka-drelichowa-hkm-khaki.jpg,http://www.pegazshop.pl/96781/derka-drelichowa-hkm-khaki.jpg","HKM","4000315372317","30302100.0021"
"1832","Bandaże polarowe Eskadron NG dark lime, oliwkowe AW2014","Bandaże polarowe firmy Eskadron z kolekcji Next Generation jesień-zima 2014. Owijki wyprodukowano z najwyższej jakości, elastycznego polaru. Zapinane na rzep, ozdobione logiem marki Eskadron. Długość: 2,8 m.","115.00 PLN","80.50 PLN","https://www.pegazshop.pl/bandaże-polarowe-eskadron-ng-dark-lime-oliwkowe-aw2014-1832.html#/rozmiar-pony/kolor-dark_lime","http://www.pegazshop.pl/18160/bandaże-polarowe-eskadron-ng-dark-lime-oliwkowe-aw2014.jpg","Eskadron","4055377080502","622788209 P 2014"
"1861","Bandaże polarowe Eskadron NG cloudgrey, j.szare AW2015","Owijki polarowe firmy Eskadron z kolekcji Next Generation jesień-zima 2015. Bandaże wykonano z najwyższej jakości polaru. Zapinane na rzep, ozdobione logiem firmy. Długość: 280 cm.","115.00 PLN","86.25 PLN","https://www.pegazshop.pl/bandaże-polarowe-eskadron-ng-cloudgrey-jszare-aw2015-1861.html#/rozmiar-pony/kolor-cloudgrey","http://www.pegazshop.pl/17705/bandaże-polarowe-eskadron-ng-cloudgrey-jszare-aw2015.jpg","Eskadron","4055377272051","622828211 P 2015"
"1960","Bandaże polarowe Eskadron NG deep pink, fuksja AW2014","Owijki polarowe firmy Eskadron z kolekcji Next Generation jesień-zima 2014. Zapinane na mocne rzepy, ozdobione logiem firmy. Doskonale sprawdzą się podczas treningu oraz w stajni. Długość: 350 cm.","125.00 PLN","87.50 PLN","https://www.pegazshop.pl/bandaże-polarowe-eskadron-ng-deep-pink-fuksja-aw2014-1960.html#/rozmiar-full/kolor-pink","http://www.pegazshop.pl/17808/bandaże-polarowe-eskadron-ng-deep-pink-fuksja-aw2014.jpg","Eskadron","4055377080557","621788247 W 2014"
"1961","Bandaże polarowe Eskadron NG olive, khaki SS2015","Bandaże polarowe firmy Eskadron z kolekcji Next Generation wiosna-lato 2015. Owijki stworzono z najwyższej jakości polaru. Zapinane na rzep, ozdobione logiem firmy. Doskonale sprawdzą się podczas treningu oraz w stajni. Długość: 350 cm.","125.00 PLN","112.50 PLN","https://www.pegazshop.pl/bandaże-polarowe-eskadron-ng-olive-khaki-ss2015-1961.html#/rozmiar-full/kolor-khaki","http://www.pegazshop.pl/17822/bandaże-polarowe-eskadron-ng-olive-khaki-ss2015.jpg","Eskadron","4055377189632","621808221 W 2015"
"2002","Bandaże polarowe Eskadron NG negro, brązowe SS2012","Owijki polarowe firmy Eskadron z kolekcji Next Generation wiosna-lato 2012. Wykonane z wysokogatunkowego, elastycznego polaru. Zapinane na mocne rzepy, ozdobione symbolem kolekcji. Długość: 3,5 m.","125.00 PLN","81.25 PLN","https://www.pegazshop.pl/bandaże-polarowe-eskadron-ng-negro-brązowe-ss2012-2002.html#/rozmiar-full/kolor-negro","http://www.pegazshop.pl/18177/bandaże-polarowe-eskadron-ng-negro-brązowe-ss2012.jpg","Eskadron","4047182628024","621898278 W 2012"
"2046","Bandaże polarowe Schockemoehle limonkowe","Bandaże polarowe firmy Schockemoehle. Wykonane z wysokiej jakości polaru. Zapinane na mocny rzep.","119.00 PLN","83.30 PLN","https://www.pegazshop.pl/bandaże-polarowe-schockemoehle-limonkowe-2046.html#/kolor-limonkowy","http://www.pegazshop.pl/48556/bandaże-polarowe-schockemoehle-limonkowe.jpg,http://www.pegazshop.pl/62190/bandaże-polarowe-schockemoehle-limonkowe.jpg,http://www.pegazshop.pl/79668/bandaże-polarowe-schockemoehle-limonkowe.jpg","Schockemohle","4047791142164","1211-00002 LIME"
"2169","Derka siatkowa z polarem Eskadron CS ProCover fleece sand-mesh antra, beż-antracy SS2011","Derka siatkowa z kolekcji Eskadron Aubergine-Violet, wiosna-lato 2011. Chroni konia przed owadami. Posiada zapięcie z przodu, pasy pod brzuchem oraz podogonie.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011-2169.html#/rozmiar-m/kolor-sand_mesh_antra","http://www.pegazshop.pl/36173/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/36174/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/64596/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/64597/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/85127/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/85128/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg","Eskadron","4047182535513","137831876 L 2011"
"2169","Derka siatkowa z polarem Eskadron CS ProCover fleece sand-mesh antra, beż-antracy SS2011","Derka siatkowa z kolekcji Eskadron Aubergine-Violet, wiosna-lato 2011. Chroni konia przed owadami. Posiada zapięcie z przodu, pasy pod brzuchem oraz podogonie.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011-2169.html#/rozmiar-xl/kolor-sand_mesh_antra","http://www.pegazshop.pl/36175/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/36176/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/64598/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/64599/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/85129/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/85130/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg","Eskadron","4047182535513","137831876 L 2011"
"2169","Derka siatkowa z polarem Eskadron CS ProCover fleece sand-mesh antra, beż-antracy SS2011","Derka siatkowa z kolekcji Eskadron Aubergine-Violet, wiosna-lato 2011. Chroni konia przed owadami. Posiada zapięcie z przodu, pasy pod brzuchem oraz podogonie.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011-2169.html#/rozmiar-l/kolor-sand_mesh_antra","http://www.pegazshop.pl/36171/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg,http://www.pegazshop.pl/36172/derka-siatkowa-z-polarem-eskadron-cs-procover-fleece-sand-mesh-antra-beż-antracy-ss2011.jpg","Eskadron","4047182535513","137831876 L 2011"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-135_cm/kolor-brązowy","http://www.pegazshop.pl/2191/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-155_cm/kolor-brązowy","http://www.pegazshop.pl/2191/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg,http://www.pegazshop.pl/62778/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-145_cm/kolor-brązowy","http://www.pegazshop.pl/2191/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-125_cm/kolor-brązowy","http://www.pegazshop.pl/2191/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg,http://www.pegazshop.pl/62776/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-115_cm/kolor-brązowy","http://www.pegazshop.pl/62775/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2191","Derka stajenna HKM 210D nylon 300g brązowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał nylonowy o granulacji 210d oraz 300g wypełnieniu. Wyposażona w podwójne zapięcie z przodu, paski krzyżowe z metalowymi klamrami, wiązanie pod ogonem oraz","255.00 PLN","191.25 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-210d-nylon-300g-brązowa-2191.html#/rozmiar-165_cm/kolor-brązowy","http://www.pegazshop.pl/62779/derka-stajenna-hkm-210d-nylon-300g-brązowa.jpg","HKM","4000315646333","41022425.0027"
"2196","Derka stajenna HKM z rozcięciami 1200D 340g granatowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał o granulacji 1200d gwarantuje wysoką wytrzymałość oraz odporność na podarcie. Posiada wypełnienie watą poliestrową w 340g. Wyposażona w regulowane zapięci","309.00 PLN","231.75 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa-2196.html#/rozmiar-145_cm/kolor-granatowy","http://www.pegazshop.pl/39329/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg","HKM","4000315782376","19356900.003"
"2196","Derka stajenna HKM z rozcięciami 1200D 340g granatowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał o granulacji 1200d gwarantuje wysoką wytrzymałość oraz odporność na podarcie. Posiada wypełnienie watą poliestrową w 340g. Wyposażona w regulowane zapięci","309.00 PLN","201.75 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa-2196.html#/rozmiar-135_cm/kolor-granatowy","http://www.pegazshop.pl/39327/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg,http://www.pegazshop.pl/63946/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg,http://www.pegazshop.pl/90224/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg","HKM","4000315782376","19356900.003"
"2196","Derka stajenna HKM z rozcięciami 1200D 340g granatowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał o granulacji 1200d gwarantuje wysoką wytrzymałość oraz odporność na podarcie. Posiada wypełnienie watą poliestrową w 340g. Wyposażona w regulowane zapięci","309.00 PLN","231.75 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa-2196.html#/rozmiar-115_cm/kolor-granatowy","http://www.pegazshop.pl/63944/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg,http://www.pegazshop.pl/90222/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg","HKM","4000315782376","19356900.003"
"2196","Derka stajenna HKM z rozcięciami 1200D 340g granatowa","Derka stajenna, zimowa firmy HKM. Wykonana z oddychającego materiału chroniącego od wiatru. Materiał o granulacji 1200d gwarantuje wysoką wytrzymałość oraz odporność na podarcie. Posiada wypełnienie watą poliestrową w 340g. Wyposażona w regulowane zapięci","309.00 PLN","231.75 PLN","https://www.pegazshop.pl/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa-2196.html#/rozmiar-125_cm/kolor-granatowy","http://www.pegazshop.pl/63945/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg,http://www.pegazshop.pl/90223/derka-stajenna-hkm-z-rozcięciami-1200d-340g-granatowa.jpg","HKM","4000315782376","19356900.003"
