"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu"
"3","Bat do lonżowania FP Sigma-2 fioletowy","Bat Sigma-2 firmy Fair Play. Idealny, elastyczny bat do lonżowania. Rączka antypoślizgowa wykonana z gumy, reszta wykonana z włókna szklanego pokrytego nylonem.","54.00 PLN","43.00 PLN","https://www.pegazshop.pl/bat-do-lonżowania-fp-fioletowy-3.html#/rozmiar-180_cm/kolor-fioletowy","http://www.pegazshop.pl/30701/bat-do-lonżowania-fp-fioletowy.jpg","Inter-Api","5901845314312","103031616180-180"
"3","Bat do lonżowania FP Sigma-2 fioletowy","Bat Sigma-2 firmy Fair Play. Idealny, elastyczny bat do lonżowania. Rączka antypoślizgowa wykonana z gumy, reszta wykonana z włókna szklanego pokrytego nylonem.","54.00 PLN","34.00 PLN","https://www.pegazshop.pl/bat-do-lonżowania-fp-fioletowy-3.html#/rozmiar-200_cm/kolor-fioletowy","http://www.pegazshop.pl/30702/bat-do-lonżowania-fp-fioletowy.jpg,http://www.pegazshop.pl/73985/bat-do-lonżowania-fp-fioletowy.jpg","Inter-Api","5901845314312","103031616180-180"
"49","Bezrękawnik Pikeur Pico antracytowy","Bezrękawnik męski Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonany z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Bezrękawnik lekko ocieplany watą. Zapinany na dwukierunkowy zamek błyskawiczny. Zakończony kołnierzem typu stójka. Wyposażony w kryte, zapinane kieszenie.","585.00 PLN","351.00 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-antracytowy-49.html#/rozmiar-52/kolor-antracytowy","http://www.pegazshop.pl/28443/bezrękawnik-pikeur-pico-antracytowy.jpg","Pikeur","4055377705832","00433-PICO 1988-52"
"50","Bezrękawnik Pikeur Pico czerwony","Bezrękawnik męski Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonany z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Bezrękawnik lekko ocieplany watą. Zapinany na dwukierunkowy zamek błyskawiczny. Zakończony kołnierzem typu stójka. Wyposażony w kryte, zapinane kieszenie.","585.00 PLN","351.00 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-czerwony-50.html#/rozmiar-48/kolor-czerwony","http://www.pegazshop.pl/28444/bezrękawnik-pikeur-pico-czerwony.jpg,http://www.pegazshop.pl/59604/bezrękawnik-pikeur-pico-czerwony.jpg,http://www.pegazshop.pl/70300/bezrękawnik-pikeur-pico-czerwony.jpg","Pikeur","4055377508785","00434-PICO 1986-48"
"50","Bezrękawnik Pikeur Pico czerwony","Bezrękawnik męski Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonany z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Bezrękawnik lekko ocieplany watą. Zapinany na dwukierunkowy zamek błyskawiczny. Zakończony kołnierzem typu stójka. Wyposażony w kryte, zapinane kieszenie.","585.00 PLN","351.00 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-czerwony-50.html#/rozmiar-50/kolor-czerwony","http://www.pegazshop.pl/28444/bezrękawnik-pikeur-pico-czerwony.jpg,http://www.pegazshop.pl/59604/bezrękawnik-pikeur-pico-czerwony.jpg,http://www.pegazshop.pl/70300/bezrękawnik-pikeur-pico-czerwony.jpg","Pikeur","4055377508785","00434-PICO 1986-48"
"51","Bezrękawnik Pikeur Pico niebieski","Bezrękawnik męski Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonany z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Bezrękawnik lekko ocieplany watą. Zapinany na dwukierunkowy zamek błyskawiczny. Zakończony kołnierzem typu stójka. Wyposażony w kryte, zapinane kieszenie.","585.00 PLN","351.00 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-niebieski-51.html#/rozmiar-50/kolor-niebieski","http://www.pegazshop.pl/28446/bezrękawnik-pikeur-pico-niebieski.jpg","Pikeur","4055377705788","00436-PICO1990-50"
"63","Kurtka damska z kapturem Pikeur Medea zielona","<p>Kurtka wiosenno-jesienna z kapturem firmy Pikeur.Nie posiada ocieplenia, wykonana z lekkiego softshellu chroniącego przed wiatrem i deszczem. Kurtka wyposażona w dwustronny zamek, dwie zapinane kieszenie, ściągacze wzdłuż bioder oraz na zakończeniu rękawów. Ozdobiona białymi przeszyciami wokół kieszeni i emblematem z logo na rękawie.</p>
<p>Uwaga! 72 to rozmiar 36 z przedłużanymi rękawami.</p>
<p></p>","699.00 PLN","99.00 PLN","https://www.pegazshop.pl/bluza-z-kapturem-pikeur-medea-zielona-63.html#/rozmiar-72/kolor-zielony","http://www.pegazshop.pl/28468/bluza-z-kapturem-pikeur-medea-zielona.jpg","Pikeur","4055377288649","00489-MEDEA 2753-34"
"66","Koszulka konkursowa Waldhausen Cassandra biała","Koszulka konkursowa Cassandra firmy Waldhausen wykonana z wysokiej jakości materiału bawełnianego, przez co Koszulka jest miła w dotyku, wygodna oraz elastyczna. Na ramionach oraz stójka ozdobiona perełkami. Zapinana na eleganckie perłowe guziki. Lekko przedłużona na tylnej części. Rękawek długość: ½.","175.00 PLN","105.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-waldhausen-cassandra-biała-66.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/43/bluzka-konkursowa-waldhausen-cassandra-biała.jpg","Waldhausen","4043969388655","3209302-36"
"66","Koszulka konkursowa Waldhausen Cassandra biała","Koszulka konkursowa Cassandra firmy Waldhausen wykonana z wysokiej jakości materiału bawełnianego, przez co Koszulka jest miła w dotyku, wygodna oraz elastyczna. Na ramionach oraz stójka ozdobiona perełkami. Zapinana na eleganckie perłowe guziki. Lekko przedłużona na tylnej części. Rękawek długość: ½.","175.00 PLN","105.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-waldhausen-cassandra-biała-66.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/43/bluzka-konkursowa-waldhausen-cassandra-biała.jpg,http://www.pegazshop.pl/57770/bluzka-konkursowa-waldhausen-cassandra-biała.jpg,http://www.pegazshop.pl/97823/bluzka-konkursowa-waldhausen-cassandra-biała.jpg","Waldhausen","4043969388655","3209302-36"
"69","Koszulka konkursowa HKM international granatowa","Koszulka konkursowa firmy HKM o sportowy kroju. Wykonana z oddychającego, odpornego na zabrudzenia materiału łączącego poliester i elastan. Charakteryzuje się wcięciem w tali oraz dużą elastycznością. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawod","185.00 PLN","91.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-international-granatowa-69.html#/rozmiar-m/kolor-granatowy","http://www.pegazshop.pl/45/bluzka-konkursowa-hkm-international-granatowa.jpg","HKM","4000315932641","74626900-M"
"69","Koszulka konkursowa HKM international granatowa","Koszulka konkursowa firmy HKM o sportowy kroju. Wykonana z oddychającego, odpornego na zabrudzenia materiału łączącego poliester i elastan. Charakteryzuje się wcięciem w tali oraz dużą elastycznością. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawod","185.00 PLN","111.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-international-granatowa-69.html#/rozmiar-s/kolor-granatowy","http://www.pegazshop.pl/45/bluzka-konkursowa-hkm-international-granatowa.jpg,http://www.pegazshop.pl/57909/bluzka-konkursowa-hkm-international-granatowa.jpg","HKM","4000315932641","74626900-M"
"69","Koszulka konkursowa HKM international granatowa","Koszulka konkursowa firmy HKM o sportowy kroju. Wykonana z oddychającego, odpornego na zabrudzenia materiału łączącego poliester i elastan. Charakteryzuje się wcięciem w tali oraz dużą elastycznością. Znakomicie uzupełnia wygląd stroju jeźdźca podczas zawod","185.00 PLN","111.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-hkm-international-granatowa-69.html#/rozmiar-xs/kolor-granatowy","http://www.pegazshop.pl/45/bluzka-konkursowa-hkm-international-granatowa.jpg,http://www.pegazshop.pl/57910/bluzka-konkursowa-hkm-international-granatowa.jpg","HKM","4000315932641","74626900-M"
"79","Koszulka konkursowa Pikeur biała","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28491/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278213","00547-549/6007-34"
"79","Koszulka konkursowa Pikeur biała","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","159.25 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/28498/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/70321/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278213","00547-549/6007-34"
"79","Koszulka konkursowa Pikeur biała","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/28502/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/70323/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278213","00547-549/6007-34"
"81","Koszulka konkursowa Pikeur biała","<p>Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28495/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278282","00549-549/6049-34"
"81","Koszulka konkursowa Pikeur biała","<p>Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/28499/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/62352/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/70322/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278282","00549-549/6049-34"
"81","Koszulka konkursowa Pikeur biała","<p>Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.</p>","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/28505/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/62353/bluzka-konkursowa-pikeur-biała-.jpg,http://www.pegazshop.pl/70324/bluzka-konkursowa-pikeur-biała-.jpg","Pikeur","4055377278282","00549-549/6049-34"
"86","Koszulka konkursowa Pikeur biało-różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","289.00 PLN","92.34 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biało-różowa-86.html#/rozmiar-36/kolor-biały_różowy","http://www.pegazshop.pl/18697/bluzka-konkursowa-pikeur-biało-różowa.jpg,http://www.pegazshop.pl/63456/bluzka-konkursowa-pikeur-biało-różowa.jpg,http://www.pegazshop.pl/63457/bluzka-konkursowa-pikeur-biało-różowa.jpg","Pikeur","4047182780388","TURNSHIRT 6020-36 WH/PINK"
"86","Koszulka konkursowa Pikeur biało-różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","289.00 PLN","164.73 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biało-różowa-86.html#/rozmiar-38/kolor-biały_różowy","http://www.pegazshop.pl/18697/bluzka-konkursowa-pikeur-biało-różowa.jpg,http://www.pegazshop.pl/63457/bluzka-konkursowa-pikeur-biało-różowa.jpg","Pikeur","4047182780388","TURNSHIRT 6020-36 WH/PINK"
"86","Koszulka konkursowa Pikeur biało-różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepuszcza powietrze, wygodna.","289.00 PLN","164.73 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biało-różowa-86.html#/rozmiar-34/kolor-biały_różowy","http://www.pegazshop.pl/18697/bluzka-konkursowa-pikeur-biało-różowa.jpg,http://www.pegazshop.pl/63456/bluzka-konkursowa-pikeur-biało-różowa.jpg","Pikeur","4047182780388","TURNSHIRT 6020-36 WH/PINK"
"96","Koszulka konkursowa Pikeur malinowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","315.00 PLN","204.75 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-malinowa-96.html#/rozmiar-36/kolor-malinowy","http://www.pegazshop.pl/28525/bluzka-konkursowa-pikeur-malinowa.jpg","Pikeur","4055377278503","00585-550/6009-36"
"96","Koszulka konkursowa Pikeur malinowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","315.00 PLN","204.75 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-malinowa-96.html#/rozmiar-38/kolor-malinowy","http://www.pegazshop.pl/28526/bluzka-konkursowa-pikeur-malinowa.jpg,http://www.pegazshop.pl/63633/bluzka-konkursowa-pikeur-malinowa.jpg,http://www.pegazshop.pl/70335/bluzka-konkursowa-pikeur-malinowa.jpg","Pikeur","4055377278503","00585-550/6009-36"
"97","Koszulka konkursowa Pikeur pomarańczowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-pomarańczowa-97.html#/rozmiar-34/kolor-pomarańczowy","http://www.pegazshop.pl/28528/bluzka-konkursowa-pikeur-pomarańczowa.jpg","Pikeur","4047182679927","00590-D-TURN.SHIRT 6006-34"
"97","Koszulka konkursowa Pikeur pomarańczowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","249.00 PLN","146.30 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-pomarańczowa-97.html#/rozmiar-36/kolor-pomarańczowy","http://www.pegazshop.pl/28529/bluzka-konkursowa-pikeur-pomarańczowa.jpg,http://www.pegazshop.pl/65076/bluzka-konkursowa-pikeur-pomarańczowa.jpg,http://www.pegazshop.pl/70337/bluzka-konkursowa-pikeur-pomarańczowa.jpg","Pikeur","4047182679927","00590-D-TURN.SHIRT 6006-34"
"98","Koszulka konkursowa Pikeur różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","194.35 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-34/kolor-różowy","http://www.pegazshop.pl/28531/bluzka-konkursowa-pikeur-różowa.jpg","Pikeur","4055377278008","00592-547/6045-34"
"98","Koszulka konkursowa Pikeur różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","194.35 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-36/kolor-różowy","http://www.pegazshop.pl/28534/bluzka-konkursowa-pikeur-różowa.jpg,http://www.pegazshop.pl/63635/bluzka-konkursowa-pikeur-różowa.jpg,http://www.pegazshop.pl/70340/bluzka-konkursowa-pikeur-różowa.jpg","Pikeur","4055377278008","00592-547/6045-34"
"98","Koszulka konkursowa Pikeur różowa","Koszulka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","194.35 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-38/kolor-różowy","http://www.pegazshop.pl/28539/bluzka-konkursowa-pikeur-różowa.jpg,http://www.pegazshop.pl/63636/bluzka-konkursowa-pikeur-różowa.jpg,http://www.pegazshop.pl/70343/bluzka-konkursowa-pikeur-różowa.jpg","Pikeur","4055377278008","00592-547/6045-34"
"143","Bryczesy Pikeur Olympic Full białe","Bryczesy sportowe firmy Pikeur. Wykonane z odpornego na plamy i zabrudzenia materiału. Posiadają pełne siedzisko wykonane ze skórzanego panelu McCrown.","719.00 PLN","431.40 PLN","https://www.pegazshop.pl/bryczesy-pikeur-olympic-full-białe-143.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28601/bryczesy-pikeur-olympic-full-białe.jpg,http://www.pegazshop.pl/28602/bryczesy-pikeur-olympic-full-białe.jpg","Pikeur","4047182516710","00738-OLYMPIC I 3133-34"
"160","Czapka HKM z pomponem c.beżowa","Czapka firmy HKM. Czapka z pomponem, posiada cekinowe zdobienia","73.00 PLN","51.10 PLN","https://www.pegazshop.pl/czapka-hkm-z-pomponem-cbeżowa-160.html#/kolor-ciemnobrązowy","http://www.pegazshop.pl/43903/czapka-hkm-z-pomponem-cbeżowa.jpg,http://www.pegazshop.pl/61818/czapka-hkm-z-pomponem-cbeżowa.jpg","HKM","4057052041709","78054000"
"172","Czapka uszatka Pikeur brązowa","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html#/rozmiar-55_57/kolor-brązowy","http://www.pegazshop.pl/28629/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28630/czapka-uszatka-pikeur-brązowa.jpg","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55"
"172","Czapka uszatka Pikeur brązowa","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html#/rozmiar-55_57/kolor-brązowy","http://www.pegazshop.pl/28631/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28632/czapka-uszatka-pikeur-brązowa.jpg","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55"
"187","Frak damski Pikeur Galdina granatowy","Damski frak Galdina z kolekcji wiosna-lato 2015 od marki Pikeur. Klasyczny i elegancki frak stworzony dla kobiet. Wykonany z elastycznego materiału dzięki czemu dopasowuje się do ciała i nie krępuje ruchów. Dodatkowym atutem materiału jest fakt, że tkanina nie gniecie się. Frak zapinany na duże guziki. Kołnierz wykonany z miękkiej dzianiny w kontrastującym kolorze, podobnie jak lamówka przy zapinanych na suwak kieszeniach.","1799.00 PLN","1169.35 PLN","https://www.pegazshop.pl/frak-damski-pikeur-galdina-granatowy-187.html#/rozmiar-36/kolor-granatowy","http://www.pegazshop.pl/28802/frak-damski-pikeur-galdina-granatowy.jpg","Pikeur","4055377169016","02181-GALDINA 434-36"
"187","Frak damski Pikeur Galdina granatowy","Damski frak Galdina z kolekcji wiosna-lato 2015 od marki Pikeur. Klasyczny i elegancki frak stworzony dla kobiet. Wykonany z elastycznego materiału dzięki czemu dopasowuje się do ciała i nie krępuje ruchów. Dodatkowym atutem materiału jest fakt, że tkanina nie gniecie się. Frak zapinany na duże guziki. Kołnierz wykonany z miękkiej dzianiny w kontrastującym kolorze, podobnie jak lamówka przy zapinanych na suwak kieszeniach.","1799.00 PLN","1169.35 PLN","https://www.pegazshop.pl/frak-damski-pikeur-galdina-granatowy-187.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/28803/frak-damski-pikeur-galdina-granatowy.jpg,http://www.pegazshop.pl/56559/frak-damski-pikeur-galdina-granatowy.jpg,http://www.pegazshop.pl/70629/frak-damski-pikeur-galdina-granatowy.jpg","Pikeur","4055377169016","02181-GALDINA 434-36"
"193","Frak HKM Seaside granatowy","Frak firmy HKM z najwyższej jakości materiałów.","540.00 PLN","351.00 PLN","https://www.pegazshop.pl/frak-hkm-seaside-granatowy-193.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/48200/frak-hkm-seaside-granatowy.jpg,http://www.pegazshop.pl/48201/frak-hkm-seaside-granatowy.jpg,http://www.pegazshop.pl/57884/frak-hkm-seaside-granatowy.jpg,http://www.pegazshop.pl/57885/frak-hkm-seaside-granatowy.jpg","HKM","4000315801725","53726900-38"
"198","Frak Horze młodzieżowy czarny","Frak młodzieżowy firmy Horze. Posiada fason klasycznego fraku stosowanego podczas konkursów. Przy kieszeniach jak i kołnierzyku obszyty aksamitem. Wyposażony w ozdobne, metalowe guziki z logo firmy.","299.00 PLN","179.40 PLN","https://www.pegazshop.pl/frak-horze-młodzieżowy-czarny-198.html#/rozmiar-128/kolor-czarny","http://www.pegazshop.pl/184/frak-horze-młodzieżowy-czarny.jpg","Horze","6438076209548","33035-BL-128"
"203","Frak Pikeur Gaston II softshell granatowy","<p>Frak Pikeur Gaston II softshell granatowy. Wykonany z softshelu przez co jest bardzo wygody i praktyczny.</p>","1699.00 PLN","1019.40 PLN","https://www.pegazshop.pl/frak-pikeur-gaston-ii-softshell-granatowy-203.html#/rozmiar-48/kolor-granatowy","http://www.pegazshop.pl/28816/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/28817/frak-pikeur-gaston-ii-softshell-granatowy.jpg","Pikeur","4047182542399","02224-GASTON II 459-48"
"203","Frak Pikeur Gaston II softshell granatowy","<p>Frak Pikeur Gaston II softshell granatowy. Wykonany z softshelu przez co jest bardzo wygody i praktyczny.</p>","1699.00 PLN","1019.40 PLN","https://www.pegazshop.pl/frak-pikeur-gaston-ii-softshell-granatowy-203.html#/rozmiar-50/kolor-granatowy","http://www.pegazshop.pl/28818/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/28819/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/56562/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/56563/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/70644/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/70645/frak-pikeur-gaston-ii-softshell-granatowy.jpg","Pikeur","4047182542399","02224-GASTON II 459-48"
"204","Frak Pikeur Ghia II softshell granatowy","Frak Pikeur Ghia II.Wykonany z sofshellu przez co jest bardzo wygodny i praktyczny.","1420.00 PLN","923.00 PLN","https://www.pegazshop.pl/frak-pikeur-ghia-ii-softshell-granatowy-204.html#/rozmiar-36/kolor-granatowy","http://www.pegazshop.pl/28821/frak-pikeur-ghia-ii-softshell-granatowy.jpg","Pikeur","5901646945944","02226-GHIA II 459-36"
"205","Frak Pikeur Gitana czarny","Frak damski Gitana z kolekcji Pikeur wiosna-lato 2016. Elegancki frak wykonany z wysokiej jakości materiału, ładnie dopasowujący się do kobiecego ciała. Przeszyty od kołnierza po sam dół białą nicią. Zapinany na cztery kontrastujące guziki. Posiada również dwie kieszenie zapinane na zamek błyskawiczny.","1099.00 PLN","659.40 PLN","https://www.pegazshop.pl/frak-pikeur-gitana-czarny-205.html#/rozmiar-36/kolor-czarny","http://www.pegazshop.pl/28823/frak-pikeur-gitana-czarny.jpg","Pikeur","4055377301171","02227-GITANA 2807-36"
"205","Frak Pikeur Gitana czarny","Frak damski Gitana z kolekcji Pikeur wiosna-lato 2016. Elegancki frak wykonany z wysokiej jakości materiału, ładnie dopasowujący się do kobiecego ciała. Przeszyty od kołnierza po sam dół białą nicią. Zapinany na cztery kontrastujące guziki. Posiada również dwie kieszenie zapinane na zamek błyskawiczny.","1099.00 PLN","659.40 PLN","https://www.pegazshop.pl/frak-pikeur-gitana-czarny-205.html#/rozmiar-38/kolor-czarny","http://www.pegazshop.pl/28824/frak-pikeur-gitana-czarny.jpg,http://www.pegazshop.pl/57088/frak-pikeur-gitana-czarny.jpg,http://www.pegazshop.pl/70648/frak-pikeur-gitana-czarny.jpg","Pikeur","4055377301171","02227-GITANA 2807-36"
"213","Frak Pikeur Sarissa II granatowy","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki.","999.00 PLN","599.40 PLN","https://www.pegazshop.pl/frak-pikeur-sarissa-ii-granatowy-213.html#/rozmiar-36/kolor-granatowy","http://www.pegazshop.pl/28841/frak-pikeur-sarissa-ii-granatowy.jpg","Pikeur","4055377164134","02241-SARISSA II 2824-36"
"213","Frak Pikeur Sarissa II granatowy","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki.","999.00 PLN","599.40 PLN","https://www.pegazshop.pl/frak-pikeur-sarissa-ii-granatowy-213.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/28842/frak-pikeur-sarissa-ii-granatowy.jpg,http://www.pegazshop.pl/57352/frak-pikeur-sarissa-ii-granatowy.jpg,http://www.pegazshop.pl/70655/frak-pikeur-sarissa-ii-granatowy.jpg","Pikeur","4055377164134","02241-SARISSA II 2824-36"
"213","Frak Pikeur Sarissa II granatowy","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki.","999.00 PLN","599.40 PLN","https://www.pegazshop.pl/frak-pikeur-sarissa-ii-granatowy-213.html#/rozmiar-72/kolor-granatowy","http://www.pegazshop.pl/28843/frak-pikeur-sarissa-ii-granatowy.jpg,http://www.pegazshop.pl/57353/frak-pikeur-sarissa-ii-granatowy.jpg,http://www.pegazshop.pl/70656/frak-pikeur-sarissa-ii-granatowy.jpg","Pikeur","4055377164134","02241-SARISSA II 2824-36"
"214","Frak Start Florence softshell granatowy","Frak Start Florence wykonany z softshellu przepuszczającego powietrze. Jest elastyczny i doskonale dopasowuje się do kobiecego ciała. Zapinany na zamek i guziki, wyposażony w dwie kieszenie zapinane na suwak. Kołnierz wykończony kontrastową lamówką.","389.00 PLN","291.85 PLN","https://www.pegazshop.pl/frak-start-florence-softshell-granatowy-214.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/27966/frak-start-florence-softshell-granatowy.jpg","Horse-Trade","5901193915643","0010920021/NA/RE-38"
