"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Category Default Name","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu"
"49","Bezrękawnik Pikeur Pico antracytowy","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","409.50 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-antracytowy-49.html#/rozmiar-52/kolor-antracytowy","http://www.pegazshop.pl/28443/bezrękawnik-pikeur-pico-antracytowy.jpg","Wyprzedaż","Pikeur","4055377705832","00433-PICO 1988-52"
"50","Bezrękawnik Pikeur Pico czerwony","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","409.50 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-czerwony-50.html#/rozmiar-48/kolor-czerwony","http://www.pegazshop.pl/28444/bezrękawnik-pikeur-pico-czerwony.jpg","Wyprzedaż","Pikeur","4055377508785","00434-PICO 1986-48"
"50","Bezrękawnik Pikeur Pico czerwony","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","409.50 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-czerwony-50.html#/rozmiar-50/kolor-czerwony","http://www.pegazshop.pl/28444/bezrękawnik-pikeur-pico-czerwony.jpg","Wyprzedaż","Pikeur","4055377508785","00434-PICO 1986-48"
"51","Bezrękawnik Pikeur Pico niebieski","Kamizelka męska Pico marki Pikeur z kolekcji wiosna-lato 2017. Wykonana z przyjemnego, lekkiego materiału, doskonale odprowadzającego wilgoć. Kamizelka lekko ocieplana watą. Zapinana na dwukierunkowy zamek błyskawiczny. Zakończona kołnierzem typu stójka. Wyposażona w kryte, zapinane kieszenie.","585.00 PLN","409.50 PLN","https://www.pegazshop.pl/bezrękawnik-pikeur-pico-niebieski-51.html#/rozmiar-50/kolor-niebieski","http://www.pegazshop.pl/28446/bezrękawnik-pikeur-pico-niebieski.jpg","Wyprzedaż","Pikeur","4055377705788","00436-PICO1990-50"
"58","Bluza Pikeur Leonie szara","Damska bluza z kapturem Leonie firmy Pikeur z kolekcji wiosna/lato 2016. Wykonana z miękkiej pikowanej tkaniny bawełnianej o dużej gramaturze, dzięki czemu bluza jest niezwykle przyjemna w dotyku i ciepła. Zapinana na dwukierunkowy suwak oraz napy. Wyposażona w dwie pojemne kieszenie. Ozdobiona wyszytym napisem Pikur na lewej piersi.","499.00 PLN","349.30 PLN","https://www.pegazshop.pl/bluza-pikeur-leonie-szara-58.html#/rozmiar-34/kolor-szary","http://www.pegazshop.pl/28452/bluza-pikeur-leonie-szara.jpg","Wyprzedaż","Pikeur","4055377292516","00471-LEONIE 3669-34"
"79","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","215.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28491/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278213","00547-549/6007-34"
"79","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","196.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/28498/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278213","00547-549/6007-34"
"79","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","215.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--79.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/28502/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278213","00547-549/6007-34"
"81","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28495/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278282","00549-549/6049-34"
"81","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/28499/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278282","00549-549/6049-34"
"81","Bluzka konkursowa Pikeur biała","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","174.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-biała--81.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/28505/bluzka-konkursowa-pikeur-biała-.jpg","Wyprzedaż","Pikeur","4055377278282","00549-549/6049-34"
"89","Bluzka konkursowa Pikeur czerwona","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","289.00 PLN","187.85 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-czerwona--89.html#/rozmiar-34/kolor-czerwony","http://www.pegazshop.pl/28509/bluzka-konkursowa-pikeur-czerwona-.jpg","Wyprzedaż","Pikeur","4047182780449","00570-TURNSHIRT 6000-34"
"96","Bluzka konkursowa Pikeur malinowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","315.00 PLN","252.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-malinowa-96.html#/rozmiar-36/kolor-malinowy","http://www.pegazshop.pl/28525/bluzka-konkursowa-pikeur-malinowa.jpg","Wyprzedaż","Pikeur","4055377278503","00585-550/6009-36"
"96","Bluzka konkursowa Pikeur malinowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","315.00 PLN","252.00 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-malinowa-96.html#/rozmiar-38/kolor-malinowy","http://www.pegazshop.pl/28526/bluzka-konkursowa-pikeur-malinowa.jpg","Wyprzedaż","Pikeur","4055377278503","00585-550/6009-36"
"97","Bluzka konkursowa Pikeur pomarańczowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału.","249.00 PLN","199.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-pomarańczowa-97.html#/rozmiar-34/kolor-pomarańczowy","http://www.pegazshop.pl/28528/bluzka-konkursowa-pikeur-pomarańczowa.jpg","Wyprzedaż","Pikeur","4047182679927","00590-D-TURN.SHIRT 6006-34"
"97","Bluzka konkursowa Pikeur pomarańczowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału.","249.00 PLN","167.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-pomarańczowa-97.html#/rozmiar-36/kolor-pomarańczowy","http://www.pegazshop.pl/28529/bluzka-konkursowa-pikeur-pomarańczowa.jpg","Wyprzedaż","Pikeur","4047182679927","00590-D-TURN.SHIRT 6006-34"
"98","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","239.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-34/kolor-różowy","http://www.pegazshop.pl/28531/bluzka-konkursowa-pikeur-różowa.jpg","Wyprzedaż","Pikeur","4055377278008","00592-547/6045-34"
"98","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","239.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-36/kolor-różowy","http://www.pegazshop.pl/28534/bluzka-konkursowa-pikeur-różowa.jpg","Wyprzedaż","Pikeur","4055377278008","00592-547/6045-34"
"98","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","299.00 PLN","239.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa-98.html#/rozmiar-38/kolor-różowy","http://www.pegazshop.pl/28539/bluzka-konkursowa-pikeur-różowa.jpg","Wyprzedaż","Pikeur","4055377278008","00592-547/6045-34"
"99","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","249.00 PLN","199.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa--99.html#/rozmiar-36/kolor-różowy","http://www.pegazshop.pl/28533/bluzka-konkursowa-pikeur-różowa-.jpg","Wyprzedaż","Pikeur","4047182681050","00593-D-TURN.SHIRT 6001-36"
"100","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur. Wykonana z wysokiej jakości materiału.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa--100.html#/rozmiar-38/kolor-różowy","http://www.pegazshop.pl/28536/bluzka-konkursowa-pikeur-różowa-.jpg","Wyprzedaż","Pikeur","4047182679873","00595-D-TURN.SHIRT6001-38"
"101","Bluzka konkursowa Pikeur różowa","Bluzka konkursowa Pikeur damska. Wykonana z wysokiej jakości materiału. Dobrze przepusza powietrze, wygodna.","269.00 PLN","215.20 PLN","https://www.pegazshop.pl/bluzka-konkursowa-pikeur-różowa--101.html#/rozmiar-38/kolor-różowy","http://www.pegazshop.pl/28538/bluzka-konkursowa-pikeur-różowa-.jpg","Wyprzedaż","Pikeur","4055377082315","00596-TURSHIRT 6009-38"
"108","Bluzka Pikeur Celia brązowa","Bluzka Pikeur na długi rękaw. Wykonana z wysokiej jakości materiału. Z przodu koszulki logo firmy.","199.00 PLN","159.20 PLN","https://www.pegazshop.pl/bluzka-pikeur-celia-brązowa-108.html#/rozmiar-42/kolor-brązowy","http://www.pegazshop.pl/18631/bluzka-pikeur-celia-brązowa.jpg","Wyprzedaż","Pikeur","4055377220090","CELIA 3620-42"
"111","Koszulka Pikeur Lucette szara","Koszulka Lucette marki Pikeur z kolekcji wiosna-lato 2017. Sportowa, damska koszulka z krótkim rękawem i ciekawym dekoltem. Ozdobiona napisem Pikeur Sports na lewej piersi.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/koszulka-pikeur-lucette-szara-111.html#/rozmiar-36/kolor-szary","http://www.pegazshop.pl/18036/koszulka-pikeur-lucette-szara.jpg","Wyprzedaż","Pikeur","4055377536238","LUCETTE 3600-36"
"111","Koszulka Pikeur Lucette szara","Koszulka Lucette marki Pikeur z kolekcji wiosna-lato 2017. Sportowa, damska koszulka z krótkim rękawem i ciekawym dekoltem. Ozdobiona napisem Pikeur Sports na lewej piersi.","249.00 PLN","174.30 PLN","https://www.pegazshop.pl/koszulka-pikeur-lucette-szara-111.html#/rozmiar-38/kolor-szary","http://www.pegazshop.pl/18036/koszulka-pikeur-lucette-szara.jpg","Wyprzedaż","Pikeur","4055377536238","LUCETTE 3600-36"
"113","Bluzka Pikeur Pia szara","Koszulka Pia marki Pikeur z kolekcji wiosna-lato 2017. Kobiecy, bardzo wygodny i przewiewny Tshirt z krótkim rękawkiem. Ozdobiony dużym cekinowym napisem Pikeur, który dodatkowo został obszyty nicią w kontrastującym kolorze.","199.00 PLN","139.30 PLN","https://www.pegazshop.pl/bluzka-pikeur-pia-szara-113.html#/rozmiar-36/kolor-szary","http://www.pegazshop.pl/28555/bluzka-pikeur-pia-szara.jpg","Wyprzedaż","Pikeur","4055377538676","00627-PIA 3692-36"
"130","Bryczesy Pikeur Felina białe","Damskie bryczesy Felina marki Pikeur z kolekcji wiosna-lato 2012. Eleganckie model wykonany z wysokiej jakości elastycznego materiału. Posiadają pełen lej z imitacji skóry, który wspomaga utrzymanie się w siodle. Wyposażone w dwie otwarte kieszenie. Charakteryzują się małą srebrną kieszonką z prawej strony oraz aplikacją na lewym biodrze nad, którą znajduje się delikatny napis Pikeur.","745.00 PLN","521.50 PLN","https://www.pegazshop.pl/bryczesy-pikeur-felina-białe-130.html#/rozmiar-m/kolor-biały","http://www.pegazshop.pl/28579/bryczesy-pikeur-felina-białe.jpg,http://www.pegazshop.pl/28580/bryczesy-pikeur-felina-białe.jpg,http://www.pegazshop.pl/28581/bryczesy-pikeur-felina-białe.jpg","Wyprzedaż","Pikeur","4047182598747","00707-FELINA 8233-M"
"143","Bryczesy Pikeur Olympic Full białe","Bryczesy sportowe firmy Pikeur. Wykonane z odpornego na plamy i zabrudzenia materiału. Posiadają pełne siedzisko wykonane ze skórzanego panelu McCrown.","719.00 PLN","503.30 PLN","https://www.pegazshop.pl/bryczesy-pikeur-olympic-full-białe-143.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/28601/bryczesy-pikeur-olympic-full-białe.jpg,http://www.pegazshop.pl/28602/bryczesy-pikeur-olympic-full-białe.jpg","Wyprzedaż","Pikeur","4047182516710","00738-OLYMPIC I 3133-34"
"166","Czapka Pikeur NG & j.fioletowa","<p>Czapka marki Pikeur wykonana z dzianiny. Zakończona przyjemnym w dotyku pomponem. Idelanie sprawdzi się podczas chłodniejszych dni. Ozdobiona błyszczącym znakiem &.</p>","115.00 PLN","92.00 PLN","https://www.pegazshop.pl/czapka-pikeur-ng-jfioletowa-166.html","http://www.pegazshop.pl/28621/czapka-pikeur-ng-jfioletowa.jpg","Wyprzedaż","Pikeur","4055377346462","00944-MUTZE 1394-57"
"172","Czapka uszatka Pikeur brązowa","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html#/rozmiar-55_57/kolor-brązowy","http://www.pegazshop.pl/28629/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28630/czapka-uszatka-pikeur-brązowa.jpg","Czapki zimowe","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55"
"172","Czapka uszatka Pikeur brązowa","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html#/rozmiar-55_57/kolor-brązowy","http://www.pegazshop.pl/28631/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28632/czapka-uszatka-pikeur-brązowa.jpg","Czapki zimowe","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55"
"173","Czapka uszatka Pikeur ecru","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-ecru-173.html#/rozmiar-55_57/kolor-ecru","http://www.pegazshop.pl/28635/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28636/czapka-uszatka-pikeur-ecru.jpg","Czapki zimowe","Pikeur","4047182553159","00958-FLIEGERMUTZE 1760-55"
"173","Czapka uszatka Pikeur ecru","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-ecru-173.html#/rozmiar-55_57/kolor-ecru","http://www.pegazshop.pl/28637/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28638/czapka-uszatka-pikeur-ecru.jpg","Czapki zimowe","Pikeur","4047182553159","00958-FLIEGERMUTZE 1760-55"
"188","Frak damski Pikeur Radina czarny","Frak damski Radina z kolekcji Pikeur wiosna-lato 2014. Klasyczny frak stworzony dla kobiet, o świetnym kroju podkreślonym delikatnym szyciem i wykończeniem z satyny. Zapinany na trzy ozdobne kryształkowe guziki. Wykonany z elastycznego materiału o sprawia, że jest niewiarygodnie wygodny. Wyposażony w dwie kieszenie zakryte klapą, również wykończone satyną. Na jednej z nich znajduje się napis Pikeur stworzony z małych kryształków.","898.00 PLN","718.40 PLN","https://www.pegazshop.pl/frak-damski-pikeur-radina-czarny-188.html#/rozmiar-36/kolor-czarny","http://www.pegazshop.pl/28805/frak-damski-pikeur-radina-czarny.jpg","Wyprzedaż","Pikeur","4047182797928","02183-RADINA 525-36"
"188","Frak damski Pikeur Radina czarny","Frak damski Radina z kolekcji Pikeur wiosna-lato 2014. Klasyczny frak stworzony dla kobiet, o świetnym kroju podkreślonym delikatnym szyciem i wykończeniem z satyny. Zapinany na trzy ozdobne kryształkowe guziki. Wykonany z elastycznego materiału o sprawia, że jest niewiarygodnie wygodny. Wyposażony w dwie kieszenie zakryte klapą, również wykończone satyną. Na jednej z nich znajduje się napis Pikeur stworzony z małych kryształków.","898.00 PLN","615.20 PLN","https://www.pegazshop.pl/frak-damski-pikeur-radina-czarny-188.html#/rozmiar-38/kolor-czarny","http://www.pegazshop.pl/28806/frak-damski-pikeur-radina-czarny.jpg","Wyprzedaż","Pikeur","4047182797928","02183-RADINA 525-36"
"201","Frak męski Pikeur Delgado","Męski frak Delgado firmy Pikeur wykonany z wysokogatunkowego materiału. Zapinany na guziki, posiada dwie kieszenie z klapami i jedną górną po lewej stronie.","899.00 PLN","539.40 PLN","https://www.pegazshop.pl/frak-męski-pikeur-delgado-201.html#/rozmiar-48","http://www.pegazshop.pl/28812/frak-męski-pikeur-delgado.jpg","Wyprzedaż","Pikeur","4041362503729","02215-DELGADO 585-48"
"203","Frak Pikeur Gaston II softshell granatowy","Frak Pikeur Gaston II softshell granatowy. Wykonany z softshelu przez co jest bardzo wygody i praktyczny.","1699.00 PLN","1359.20 PLN","https://www.pegazshop.pl/frak-pikeur-gaston-ii-softshell-granatowy-203.html#/rozmiar-48/kolor-granatowy","http://www.pegazshop.pl/28816/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/28817/frak-pikeur-gaston-ii-softshell-granatowy.jpg","Wyprzedaż","Pikeur","4047182542399","02224-GASTON II 459-48"
"203","Frak Pikeur Gaston II softshell granatowy","Frak Pikeur Gaston II softshell granatowy. Wykonany z softshelu przez co jest bardzo wygody i praktyczny.","1699.00 PLN","1359.20 PLN","https://www.pegazshop.pl/frak-pikeur-gaston-ii-softshell-granatowy-203.html#/rozmiar-50/kolor-granatowy","http://www.pegazshop.pl/28818/frak-pikeur-gaston-ii-softshell-granatowy.jpg,http://www.pegazshop.pl/28819/frak-pikeur-gaston-ii-softshell-granatowy.jpg","Wyprzedaż","Pikeur","4047182542399","02224-GASTON II 459-48"
"206","Frak Pikeur Gotha softshell czarny","Frak damski Gotha z kolekcji Pikeur wiosna-lato 2011. Klasyczny frak stworzony dla kobiet, o świetnym kroju podkreślonym widocznym szyciem. Zapinany na cztery czarne guziki. Wykonany z softshellu przez co jest bardzo wygodny, a jego kolory są praktycznie wieczne. Wyposażony w dwie skośne kieszenie zapinane na zamek błyskawiczny i ozdobę z nazwą Pikeur nad jedną z nich.","1219.00 PLN","914.25 PLN","https://www.pegazshop.pl/frak-pikeur-gotha-softshell-czarny-206.html#/rozmiar-36/kolor-czarny","http://www.pegazshop.pl/28826/frak-pikeur-gotha-softshell-czarny.jpg","Wyprzedaż","Pikeur","4047182695415","02229-GOTHA 435-36"
"207","Frak Pikeur Grasco softshell czarny","Frak męski z kolekcji Pikeur wiosna-lato 2013. Bardzo elegancki, wykonany z materiału softshell - bardzo elastycznego, oddychającego oraz chroniącego przed wiatrem i wilgocią. Posiada dwa rozcięcia z tyłu, trzy kieszonki z przodu i kołnierzyk w kontrastującym kolorze. Przeszyty nicią w białym kolorze.","1219.00 PLN","975.20 PLN","https://www.pegazshop.pl/frak-pikeur-grasco-softshell-czarny-207.html#/rozmiar-52/kolor-czarny","http://www.pegazshop.pl/28828/frak-pikeur-grasco-softshell-czarny.jpg","Wyprzedaż","Pikeur","4047182697099","02230-GRASCO 435-52"
"212","Frak Pikeur Sarissa II czarny","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki.","999.00 PLN","699.30 PLN","https://www.pegazshop.pl/frak-pikeur-sarissa-ii-czarny-212.html#/rozmiar-34/kolor-czarny","http://www.pegazshop.pl/28839/frak-pikeur-sarissa-ii-czarny.jpg","Wyprzedaż","Pikeur","4055377163977","02240-SARISSA II 2807-34"
"273","Koszula turniejowa Pikeur szara","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat.","200.00 PLN","160.00 PLN","https://www.pegazshop.pl/koszula-konkursowa-pikeur-szara-273.html#/rozmiar-39/kolor-szary","http://www.pegazshop.pl/29059/koszula-konkursowa-pikeur-szara.jpg","Wyprzedaż","Pikeur","4041362990277","03359-H-HEMD 703-39"
"273","Koszula turniejowa Pikeur szara","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat.","200.00 PLN","196.00 PLN","https://www.pegazshop.pl/koszula-konkursowa-pikeur-szara-273.html#/rozmiar-43/kolor-szary","http://www.pegazshop.pl/29073/koszula-konkursowa-pikeur-szara.jpg","Wyprzedaż","Pikeur","4041362990277","03359-H-HEMD 703-39"
"280","Koszula turniejowa Pikeur kratka czarna","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat.","245.00 PLN","171.50 PLN","https://www.pegazshop.pl/koszula-turniejowa-pikeur-kratka-czarna-280.html#/rozmiar-43/kolor-czarny","http://www.pegazshop.pl/29072/koszula-turniejowa-pikeur-kratka-czarna.jpg","Wyprzedaż","Pikeur","4047182490379","03380-H-HEMD 714-43"
"282","Koszulka turniejowa Pikeur","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat.","200.63 PLN","126.40 PLN","https://www.pegazshop.pl/koszulka-turniejowa-pikeur-282.html#/rozmiar-39/kolor-biały","http://www.pegazshop.pl/29075/koszulka-turniejowa-pikeur.jpg","Wyprzedaż","Pikeur","4041362635130","03393-H-HEMD 700-39"
"292","Kurtka Pikeur Lucia czerwona","Kurtka Pikeur Lucia z kolekcji wiosna-lato 2017. Wiosenna, lekka kurtka damska wykonana z wodoodpornej i oddychającej tkaniny. Wykończona stójką z kapturem, zapinana na dwustronny kryty zamek błyskawiczny. Z przodu posiada dwie wygodne, zapinane kieszenie. Dodatkowym atutem są odblaskowe paski oraz napisy Pikeur na piersi i rękawie.","999.00 PLN","649.35 PLN","https://www.pegazshop.pl/kurtka-pikeur-lucia-czerwona-292.html#/rozmiar-34/kolor-czerwony","http://www.pegazshop.pl/29086/kurtka-pikeur-lucia-czerwona.jpg","Wyprzedaż","Pikeur","4055377516711","03463-LUCIA 2600-34"
"294","Kurtka Pikeur Marleen szara","<p>Kurtka Pikeur Marleen z kolekcji jesień-zima 2016. Model stworzony dla kobiet, wykonany z wiatroszczelnego, lekkiego materiału. Kurtka o prążkowym pikowaniu, dobrze dopasowująca się do sylwetki. Zapinana na dwubiegunowy zamek. Wyposażona w dwie wyłożone miękkim materiałem kieszenie zapinane na suwaki. Ozdobiona napisem Pikeur w dole prawego rękawa oraz emblematem z logo na lewym.</p>","749.00 PLN","599.20 PLN","https://www.pegazshop.pl/kurtka-pikeur-marleen-cbeżowa-294.html#/rozmiar-36/kolor-szary","http://www.pegazshop.pl/29088/kurtka-pikeur-marleen-cbeżowa.jpg","Wyprzedaż","Pikeur","4055377478972","03465-MARLEEN 4716-36"
"295","Kurtka Pikeur Marleen czarna","<p>Kurtka Pikeur Marleen z kolekcji jesień-zima 2016. Model stworzony dla kobiet, wykonany z wiatroszczelnego, lekkiego materiału. Kurtka o prążkowym pikowaniu, dobrze dopasowująca się do sylwetki. Zapinana na dwubiegunowy zamek. Wyposażona w dwie wyłożone miękkim materiałem kieszenie zapinane na suwaki. Ozdobiona napisem Pikeur w dole prawego rękawa oraz emblematem z logo na lewym.</p>","749.00 PLN","599.20 PLN","https://www.pegazshop.pl/kurtka-pikeur-marleen-czarna-295.html#/rozmiar-72/kolor-czarny","http://www.pegazshop.pl/29090/kurtka-pikeur-marleen-czarna.jpg","Wyprzedaż","Pikeur","4055377338603","03466-MARLEEN 4713-72"
"304","Kurtka z kapturem męska Pikeur Eragon szara","Kurtka męska z kapturem. Wypełniona watą 185g. Posiada dwukierunkowy zamek błyskawiczny. Po obu stronach kieszenie z kolorowymi zameczkami. Lekka i jednocześnie ciepła. Po lewej stronie haft z logo Pikeur oraz kolekcyjny emblemat na lewym ramieniu.","849.00 PLN","509.40 PLN","https://www.pegazshop.pl/kurtka-z-kapturem-męska-pikeur-eragon-szara-304.html#/rozmiar-m/kolor-szary","http://www.pegazshop.pl/29104/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29105/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29106/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg","Wyprzedaż","Pikeur","4055377239696","03493-ERAGON 1632-M"
"307","Kurtka z kapturem Pikeur parka antracytowa","Kurtka firmy Pikeur. Talia i dół kurtki regulowane sznureczkami. Pikowana na rękawach. Ozdobiona sztucznym futerkiem na kapturze oraz dżetami na kieszeniach.","1099.00 PLN","769.30 PLN","https://www.pegazshop.pl/kurtka-z-kapturem-pikeur-parka-antracytowa-307.html#/rozmiar-36/kolor-antracytowy","http://www.pegazshop.pl/29113/kurtka-z-kapturem-pikeur-parka-antracytowa.jpg","Wyprzedaż","Pikeur","4055377237166","03497-AIKA 2709-36"
