"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Category Default Name","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu"
"8254","Czaprak Eskadron Polopad navy-bronze, granatowy-brązowy AW2011","Czaprak z kolekcji Eskadron Navy-Burgundy-Bronze, jesień-zima 2011. Wykonany z wysokiej jakości bawełny. Pikowany w ukośne pasy. Dobrze odprowadza wilgoć. Ozdobiony sylikonowym napisem oraz emblematem z logo kolekcji. Obszyty subtelną lamówką.","299.00 PLN","209.30 PLN","https://www.pegazshop.pl/czaprak-eskadron-polopad-navy-bronze-granatowy-brązowy-aw2011-8254.html#/rozmiar-vss/kolor-navy_bronze","http://www.pegazshop.pl/41238/czaprak-eskadron-polopad-navy-bronze-granatowy-brązowy-aw2011.jpg,http://www.pegazshop.pl/41239/czaprak-eskadron-polopad-navy-bronze-granatowy-brązowy-aw2011.jpg","Czapraki / pady","Eskadron","4047182580971","210864104 VSS 2011"
"8276","Bryczesy Pikeur Glenn Grip Athleisure granatowe 2018","Damskie bryczesy Glenn Grip firmy Pikeur z kolekcji jesień-zima 2018. Wykonane z bardzo wysoko jakościowej tkaniny tekstylnej, elastycznej, oddychającej i przyjaznej dla skóry. Pełny lej pokryty silikonem, dzięki któremu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w dwie kieszenie zapinane na suwak. Ozdobione napisem Pikeur na lewym udzie.","649.00 PLN","519.20 PLN","https://www.pegazshop.pl/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018-8276.html#/rozmiar-32/kolor-granatowy","http://www.pegazshop.pl/37018/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37019/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg","Wyprzedaż","Pikeur","4060795150881","14570600 8624 / 32"
"8276","Bryczesy Pikeur Glenn Grip Athleisure granatowe 2018","Damskie bryczesy Glenn Grip firmy Pikeur z kolekcji jesień-zima 2018. Wykonane z bardzo wysoko jakościowej tkaniny tekstylnej, elastycznej, oddychającej i przyjaznej dla skóry. Pełny lej pokryty silikonem, dzięki któremu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w dwie kieszenie zapinane na suwak. Ozdobione napisem Pikeur na lewym udzie.","649.00 PLN","519.20 PLN","https://www.pegazshop.pl/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018-8276.html#/rozmiar-34/kolor-granatowy","http://www.pegazshop.pl/37020/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37021/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg","Wyprzedaż","Pikeur","4060795150881","14570600 8624 / 32"
"8276","Bryczesy Pikeur Glenn Grip Athleisure granatowe 2018","Damskie bryczesy Glenn Grip firmy Pikeur z kolekcji jesień-zima 2018. Wykonane z bardzo wysoko jakościowej tkaniny tekstylnej, elastycznej, oddychającej i przyjaznej dla skóry. Pełny lej pokryty silikonem, dzięki któremu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w dwie kieszenie zapinane na suwak. Ozdobione napisem Pikeur na lewym udzie.","649.00 PLN","519.20 PLN","https://www.pegazshop.pl/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018-8276.html#/rozmiar-36/kolor-granatowy","http://www.pegazshop.pl/37022/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37023/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg","Wyprzedaż","Pikeur","4060795150881","14570600 8624 / 32"
"8276","Bryczesy Pikeur Glenn Grip Athleisure granatowe 2018","Damskie bryczesy Glenn Grip firmy Pikeur z kolekcji jesień-zima 2018. Wykonane z bardzo wysoko jakościowej tkaniny tekstylnej, elastycznej, oddychającej i przyjaznej dla skóry. Pełny lej pokryty silikonem, dzięki któremu bryczesy bardzo dobrze trzymają się w siodle. Wyposażone w dwie kieszenie zapinane na suwak. Ozdobione napisem Pikeur na lewym udzie.","649.00 PLN","319.20 PLN","https://www.pegazshop.pl/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018-8276.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/37016/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37017/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37018/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37019/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37020/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37021/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37022/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg,http://www.pegazshop.pl/37023/bryczesy-pikeur-glenn-grip-athleisure-granatowe-2018.jpg","Wyprzedaż","Pikeur","4060795150881","14570600 8624 / 32"
"8377","Legowisko dla psa Lex&Max Berlin szary","Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.","289.00 PLN","216.75 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-szary-8377.html#/rozmiar-70x55/kolor-szary","http://www.pegazshop.pl/9035/legowisko-dla-psa-lexmax-berlin-szary.jpg,http://www.pegazshop.pl/9036/legowisko-dla-psa-lexmax-berlin-szary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013066","6011-070-33 70X55"
"8377","Legowisko dla psa Lex&Max Berlin szary","Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.","289.00 PLN","284.25 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-szary-8377.html#/rozmiar-80x65/kolor-szary","http://www.pegazshop.pl/9035/legowisko-dla-psa-lexmax-berlin-szary.jpg,http://www.pegazshop.pl/9036/legowisko-dla-psa-lexmax-berlin-szary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013066","6011-070-33 70X55"
"8377","Legowisko dla psa Lex&Max Berlin szary","Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.","289.00 PLN","333.75 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-szary-8377.html#/rozmiar-90x70/kolor-szary","http://www.pegazshop.pl/9035/legowisko-dla-psa-lexmax-berlin-szary.jpg,http://www.pegazshop.pl/9036/legowisko-dla-psa-lexmax-berlin-szary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013066","6011-070-33 70X55"
"8377","Legowisko dla psa Lex&Max Berlin szary","Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.","289.00 PLN","397.50 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-szary-8377.html#/rozmiar-100x80/kolor-szary","http://www.pegazshop.pl/9035/legowisko-dla-psa-lexmax-berlin-szary.jpg,http://www.pegazshop.pl/9036/legowisko-dla-psa-lexmax-berlin-szary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013066","6011-070-33 70X55"
"8380","Legowisko dla psa Lex&Max Berlin jasnoszary","<p>Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.</p>","289.00 PLN","216.75 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-jasnoszary-8380.html#/rozmiar-70x55/kolor-jasnoszary","http://www.pegazshop.pl/9040/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg,http://www.pegazshop.pl/9041/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013011","6011-070-23 70X55"
"8380","Legowisko dla psa Lex&Max Berlin jasnoszary","<p>Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.</p>","289.00 PLN","284.25 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-jasnoszary-8380.html#/rozmiar-80x65/kolor-jasnoszary","http://www.pegazshop.pl/9040/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg,http://www.pegazshop.pl/9041/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013011","6011-070-23 70X55"
"8380","Legowisko dla psa Lex&Max Berlin jasnoszary","<p>Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.</p>","289.00 PLN","333.75 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-jasnoszary-8380.html#/rozmiar-90x70/kolor-jasnoszary","http://www.pegazshop.pl/9040/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg,http://www.pegazshop.pl/9041/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013011","6011-070-23 70X55"
"8380","Legowisko dla psa Lex&Max Berlin jasnoszary","<p>Legowisko firmy Lex&Max Berlin. Bardzo wytrzymałe odporne na zadrapania. Pokrowiec zapinany na zamek błyskawiczny, wyjmowany wkład. Wykonany z wysokogatunkowych tkanin. Można prać w pralce.</p>","289.00 PLN","397.50 PLN","https://www.pegazshop.pl/legowisko-dla-psa-lexmax-berlin-jasnoszary-8380.html#/rozmiar-100x80/kolor-jasnoszary","http://www.pegazshop.pl/9040/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg,http://www.pegazshop.pl/9041/legowisko-dla-psa-lexmax-berlin-jasnoszary.jpg","Legowiska dla psa","lLEXENDMAX","8719733013011","6011-070-23 70X55"
"8443","Bejsbolówka GPA biała","<p>Bejsbolówka GPA.Czapka ze sztywnym daszkiem, idealna na słoneczne dni.Z przodu ozdobiona dużym logo oraz aplikacjami po bokach, a także napisam z tyłu. Posiada małe otwory dzięki, którym dobrze wentyluje powietrze.</p>","145.00 PLN","116.00 PLN","https://www.pegazshop.pl/bejsbolówka-gpa-biała-8443.html#/kolor-biały","http://www.pegazshop.pl/9106/bejsbolówka-gpa-biała.jpg","Czapki z daszkiem","GPA","5901646931527","GPA C BI"
"8503","Kantar skórzany QHP Lupine ciemny szary z kryształkami","Kantar ze skóry firmy QHP. O eleganckim wyglądzie. Nachrapnik zakończony rozrzuconymi szarymi cyrkoniami. Miękkie szare podszycie na nachrapniku i potylicy. Srebrne okucia ze stali nierdzewnej. Pasujące do innych produktów z Lupin.","205.00 PLN","164.00 PLN","https://www.pegazshop.pl/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami-8503.html#/rozmiar-cob/kolor-ciemny_szary","http://www.pegazshop.pl/32059/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami.jpg","Kantary skórzane","QHP","8718369080930","1074 GS 3"
"8503","Kantar skórzany QHP Lupine ciemny szary z kryształkami","Kantar ze skóry firmy QHP. O eleganckim wyglądzie. Nachrapnik zakończony rozrzuconymi szarymi cyrkoniami. Miękkie szare podszycie na nachrapniku i potylicy. Srebrne okucia ze stali nierdzewnej. Pasujące do innych produktów z Lupin.","205.00 PLN","164.00 PLN","https://www.pegazshop.pl/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami-8503.html#/rozmiar-full/kolor-ciemny_szary","http://www.pegazshop.pl/32060/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami.jpg","Kantary skórzane","QHP","8718369080930","1074 GS 3"
"8503","Kantar skórzany QHP Lupine ciemny szary z kryształkami","Kantar ze skóry firmy QHP. O eleganckim wyglądzie. Nachrapnik zakończony rozrzuconymi szarymi cyrkoniami. Miękkie szare podszycie na nachrapniku i potylicy. Srebrne okucia ze stali nierdzewnej. Pasujące do innych produktów z Lupin.","205.00 PLN","164.00 PLN","https://www.pegazshop.pl/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami-8503.html#/rozmiar-pony/kolor-ciemny_szary","http://www.pegazshop.pl/32058/kantar-skórzany-qhp-lupine-ciemny-szary-z-kryształkami.jpg","Kantary skórzane","QHP","8718369080930","1074 GS 3"
"8538","Napierśnik trzypunktowy QHP brązowy","Napierśnik firmy QHP.Skórzany napierśnik z białymi, ozdobnymi przeszyciami i miękkim podszyciem. Odpinany wytok, mocne elastyczne paski. Możliwość regulacji na sześć sposobów. Sprzączki ze stali nierdzewnej. Materiał: skóra bydlęca. Pasuje do innych produktów z serii Luxury.","286.00 PLN","286.00 PLN","https://www.pegazshop.pl/napierśnik-trzypunktowy-qhp-brązowy-8538.html#/rozmiar-pony/kolor-brązowy","http://www.pegazshop.pl/39927/napierśnik-trzypunktowy-qhp-brązowy.jpg,http://www.pegazshop.pl/39928/napierśnik-trzypunktowy-qhp-brązowy.jpg,http://www.pegazshop.pl/39929/napierśnik-trzypunktowy-qhp-brązowy.jpg","Napierśniki","QHP","8718369054580","2036 DBR 3"
"8538","Napierśnik trzypunktowy QHP brązowy","Napierśnik firmy QHP.Skórzany napierśnik z białymi, ozdobnymi przeszyciami i miękkim podszyciem. Odpinany wytok, mocne elastyczne paski. Możliwość regulacji na sześć sposobów. Sprzączki ze stali nierdzewnej. Materiał: skóra bydlęca. Pasuje do innych produktów z serii Luxury.","286.00 PLN","286.00 PLN","https://www.pegazshop.pl/napierśnik-trzypunktowy-qhp-brązowy-8538.html#/rozmiar-full/kolor-brązowy","http://www.pegazshop.pl/39930/napierśnik-trzypunktowy-qhp-brązowy.jpg,http://www.pegazshop.pl/39931/napierśnik-trzypunktowy-qhp-brązowy.jpg,http://www.pegazshop.pl/39932/napierśnik-trzypunktowy-qhp-brązowy.jpg","Napierśniki","QHP","8718369054580","2036 DBR 3"
"8554","Czaprak QHP Calgary Castlerock, szary","Czaprak firmy QHP. O anatomicznym kształcie, podszyty chłonnym materiałem o strukturze plastra miodu. Posiada on krótkie pasy na rzepy oraz szlufki do przeprowadzenia popregu. Pikowany, nowoczesny wzór.","163.00 PLN","138.55 PLN","https://www.pegazshop.pl/czaprak-qhp-calgary-castlerock-szary-8554.html#/rozmiar-dl/kolor-szary","http://www.pegazshop.pl/9244/czaprak-qhp-calgary-castlerock-szary.jpg,http://www.pegazshop.pl/9245/czaprak-qhp-calgary-castlerock-szary.jpg","Czapraki / pady","QHP","8718369150169","3112 CAST D5 DL"
"8554","Czaprak QHP Calgary Castlerock, szary","Czaprak firmy QHP. O anatomicznym kształcie, podszyty chłonnym materiałem o strukturze plastra miodu. Posiada on krótkie pasy na rzepy oraz szlufki do przeprowadzenia popregu. Pikowany, nowoczesny wzór.","163.00 PLN","138.55 PLN","https://www.pegazshop.pl/czaprak-qhp-calgary-castlerock-szary-8554.html#/rozmiar-vs/kolor-szary","http://www.pegazshop.pl/9244/czaprak-qhp-calgary-castlerock-szary.jpg,http://www.pegazshop.pl/9245/czaprak-qhp-calgary-castlerock-szary.jpg","Czapraki / pady","QHP","8718369150169","3112 CAST D5 DL"
"8605","Kalosze neoprenowe QHP luxury fuchsia, różowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe-8605.html#/rozmiar-l/kolor-różowy","http://www.pegazshop.pl/9329/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe.jpg","Kalosze","QHP","871386103318","4040 FU L"
"8605","Kalosze neoprenowe QHP luxury fuchsia, różowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe-8605.html#/rozmiar-m/kolor-różowy","http://www.pegazshop.pl/9329/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe.jpg","Kalosze","QHP","871386103318","4040 FU L"
"8605","Kalosze neoprenowe QHP luxury fuchsia, różowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe-8605.html#/rozmiar-s/kolor-różowy","http://www.pegazshop.pl/9329/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe.jpg","Kalosze","QHP","871386103318","4040 FU L"
"8605","Kalosze neoprenowe QHP luxury fuchsia, różowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe-8605.html#/rozmiar-xl/kolor-różowy","http://www.pegazshop.pl/9329/kalosze-neoprenowe-qhp-luxury-fuchsia-różowe.jpg","Kalosze","QHP","871386103318","4040 FU L"
"8606","Kalosze neoprenowe QHP luxury lime, limonkowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-lime-limonkowe-8606.html#/rozmiar-s/kolor-limonkowy","http://www.pegazshop.pl/9330/kalosze-neoprenowe-qhp-luxury-lime-limonkowe.jpg","Kalosze","QHP","8713869103370","4040 LI S"
"8607","Kalosze neoprenowe QHP luxury Passion flower, fioletowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe-8607.html#/rozmiar-l/kolor-fioletowy","http://www.pegazshop.pl/9331/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe.jpg","Kalosze","QHP","8718369113751","4040 PF L"
"8607","Kalosze neoprenowe QHP luxury Passion flower, fioletowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe-8607.html#/rozmiar-xl/kolor-fioletowy","http://www.pegazshop.pl/9331/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe.jpg","Kalosze","QHP","8718369113751","4040 PF L"
"8607","Kalosze neoprenowe QHP luxury Passion flower, fioletowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe-8607.html#/rozmiar-s/kolor-fioletowy","http://www.pegazshop.pl/9331/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe.jpg","Kalosze","QHP","8718369113751","4040 PF L"
"8607","Kalosze neoprenowe QHP luxury Passion flower, fioletowe","Kalosze firmy QHP. Posiadają specjalną wkładkę z tyłu, aby zapobiec ich przekręceniu. Wykonane z bardzo mocnego nylonu 1680D. Wewnątrz miękko podszyte. Dostępne w jasnych modnych kolorach i podstawowych kolorach. Łatwo zapinane na podwójne paski na rzepy. Tzw. ""no turn"".","82.00 PLN","69.70 PLN","https://www.pegazshop.pl/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe-8607.html#/rozmiar-m/kolor-fioletowy","http://www.pegazshop.pl/9331/kalosze-neoprenowe-qhp-luxury-passion-flower-fioletowe.jpg","Kalosze","QHP","8718369113751","4040 PF L"
"8643","Kaloszki QHP kevlarowe Grey, szare","Kaloszki firmy QHP. Miękko podszyte, zpinane na mocne rzepy. Anatomicznie profilowane zapewniają swobodę ruchów. Wzmocnione materiałem Kevlar dla jeszcze lepszej ochrony.","122.00 PLN","103.70 PLN","https://www.pegazshop.pl/kaloszki-qhp-kevlarowe-grey-szare-8643.html#/rozmiar-l/kolor-szary","http://www.pegazshop.pl/9350/kaloszki-qhp-kevlarowe-grey-szare.jpg","Kalosze","QHP","8718369160588","4049 GS L"
"8643","Kaloszki QHP kevlarowe Grey, szare","Kaloszki firmy QHP. Miękko podszyte, zpinane na mocne rzepy. Anatomicznie profilowane zapewniają swobodę ruchów. Wzmocnione materiałem Kevlar dla jeszcze lepszej ochrony.","122.00 PLN","103.70 PLN","https://www.pegazshop.pl/kaloszki-qhp-kevlarowe-grey-szare-8643.html#/rozmiar-xl/kolor-szary","http://www.pegazshop.pl/9350/kaloszki-qhp-kevlarowe-grey-szare.jpg","Kalosze","QHP","8718369160588","4049 GS L"
"8645","Kaloszki QHP kevlarowe Cobalt, kobaltowe","Kaloszki firmy QHP. Miękko podszyte, zpinane na mocne rzepy. Anatomicznie profilowane zapewniają swobodę ruchów. Wzmocnione materiałem Kevlar dla jeszcze lepszej ochrony.","122.00 PLN","103.70 PLN","https://www.pegazshop.pl/kaloszki-qhp-kevlarowe-cobalt-kobaltowe-8645.html#/rozmiar-xl/kolor-kobaltowy","http://www.pegazshop.pl/9351/kaloszki-qhp-kevlarowe-cobalt-kobaltowe.jpg","Kalosze","QHP","8718369160625","4049 KB L"
"8645","Kaloszki QHP kevlarowe Cobalt, kobaltowe","Kaloszki firmy QHP. Miękko podszyte, zpinane na mocne rzepy. Anatomicznie profilowane zapewniają swobodę ruchów. Wzmocnione materiałem Kevlar dla jeszcze lepszej ochrony.","122.00 PLN","103.70 PLN","https://www.pegazshop.pl/kaloszki-qhp-kevlarowe-cobalt-kobaltowe-8645.html#/rozmiar-l/kolor-kobaltowy","http://www.pegazshop.pl/9351/kaloszki-qhp-kevlarowe-cobalt-kobaltowe.jpg","Kalosze","QHP","8718369160625","4049 KB L"
"8645","Kaloszki QHP kevlarowe Cobalt, kobaltowe","Kaloszki firmy QHP. Miękko podszyte, zpinane na mocne rzepy. Anatomicznie profilowane zapewniają swobodę ruchów. Wzmocnione materiałem Kevlar dla jeszcze lepszej ochrony.","122.00 PLN","101.15 PLN","https://www.pegazshop.pl/kaloszki-qhp-kevlarowe-cobalt-kobaltowe-8645.html#/rozmiar-m/kolor-niebieski","http://www.pegazshop.pl/9351/kaloszki-qhp-kevlarowe-cobalt-kobaltowe.jpg","Kalosze","QHP","8718369160625","4049 KB L"
"8678","Torba-nerka na zestaw do zaplatania koreczków QHP granatowo-szara","Torba biodrowa z różnymi przegródkami firmy QHP, w której potrzebne są wszystkie przybory do stylizacji konia. Torebkę można zawiesić wokół talii podczas oplatania lub stylizacji za pomocą paska.","159.00 PLN","135.15 PLN","https://www.pegazshop.pl/torba-nerka-z-zestawem-do-zaplatania-koreczków-qhp-granatowo-szara-8678.html#/kolor-granatowy_szary","http://www.pegazshop.pl/9373/torba-nerka-z-zestawem-do-zaplatania-koreczków-qhp-granatowo-szara.jpg","Organizery na akcesoria","QHP","8718369145554","5247 NAGS 0"
"8797","Termobuty QHP Blake brązowe","Temobuty firmy QHP. Wykonane z wodoodpornej membramy. Świetnie sprawdzą się na mroźną zimę.","399.00 PLN","299.25 PLN","https://www.pegazshop.pl/termobuty-qhp-blake-brązowe-8797.html#/rozmiar-37/kolor-brązowy","http://www.pegazshop.pl/9519/termobuty-qhp-blake-brązowe.jpg,http://www.pegazshop.pl/9520/termobuty-qhp-blake-brązowe.jpg","Termobuty","QHP","8718369151265","7183 DBR 36"
"8797","Termobuty QHP Blake brązowe","Temobuty firmy QHP. Wykonane z wodoodpornej membramy. Świetnie sprawdzą się na mroźną zimę.","399.00 PLN","299.25 PLN","https://www.pegazshop.pl/termobuty-qhp-blake-brązowe-8797.html#/rozmiar-38/kolor-brązowy","http://www.pegazshop.pl/9519/termobuty-qhp-blake-brązowe.jpg,http://www.pegazshop.pl/9520/termobuty-qhp-blake-brązowe.jpg","Termobuty","QHP","8718369151265","7183 DBR 36"
"8797","Termobuty QHP Blake brązowe","Temobuty firmy QHP. Wykonane z wodoodpornej membramy. Świetnie sprawdzą się na mroźną zimę.","399.00 PLN","299.25 PLN","https://www.pegazshop.pl/termobuty-qhp-blake-brązowe-8797.html#/rozmiar-39/kolor-brązowy","http://www.pegazshop.pl/9519/termobuty-qhp-blake-brązowe.jpg,http://www.pegazshop.pl/9520/termobuty-qhp-blake-brązowe.jpg","Termobuty","QHP","8718369151265","7183 DBR 36"
"8797","Termobuty QHP Blake brązowe","Temobuty firmy QHP. Wykonane z wodoodpornej membramy. Świetnie sprawdzą się na mroźną zimę.","399.00 PLN","299.25 PLN","https://www.pegazshop.pl/termobuty-qhp-blake-brązowe-8797.html#/rozmiar-36/kolor-brązowy","http://www.pegazshop.pl/9519/termobuty-qhp-blake-brązowe.jpg,http://www.pegazshop.pl/9520/termobuty-qhp-blake-brązowe.jpg","Termobuty","QHP","8718369151265","7183 DBR 36"
"8797","Termobuty QHP Blake brązowe","Temobuty firmy QHP. Wykonane z wodoodpornej membramy. Świetnie sprawdzą się na mroźną zimę.","399.00 PLN","299.25 PLN","https://www.pegazshop.pl/termobuty-qhp-blake-brązowe-8797.html#/rozmiar-40/kolor-brązowy","http://www.pegazshop.pl/9519/termobuty-qhp-blake-brązowe.jpg,http://www.pegazshop.pl/9520/termobuty-qhp-blake-brązowe.jpg","Termobuty","QHP","8718369151265","7183 DBR 36"
