id_product;name;reference;price;active;shopname;id_shop_default;id_image;name_category;price_final;is_virtual;nb_downloadable;sav_quantity;badge_danger;
"235";"Kask FP Elf Floral Matt czarny";"0510810830-L";"239.837398";"0";"Pegaz";"1";"29321";"Kaski";"0";"0";"";"0";"1";
"236";"Kask FP Elf Floral Shiny czarny";"05108108400-M";"291.869919";"0";"Pegaz";"1";"29323";"Kaski";"0";"0";"";"0";"1";
"237";"Kask FP Elf Matt czarny";"05108001000-L";"291.869919";"0";"Pegaz";"1";"29314";"Kaski";"0";"0";"";"0";"1";
"238";"Kask FP Lancer czarny";"05113101000-L";"267.479675";"0";"Pegaz";"1";"29338";"Kaski";"0";"0";"";"0";"1";
"239";"Kask FP Lancer granatowy";"05113211200-M";"259.349593";"0";"Pegaz";"1";"29343";"Kaski";"0";"0";"";"0";"1";
"240";"Kask FP Magic Blue czarny";"05109401000-M";"137.398374";"0";"Pegaz";"1";"29329";"Kaski";"0";"0";"";"0";"1";
"241";"Kask FP Spectrum czarny";"05112211000-M";"142.276423";"0";"Pegaz";"1";"29335";"Kaski";"0";"0";"";"0";"1";
"242";"Kask GPA Speed Air Evolution czarny";"0319";"1787.804878";"0";"Pegaz";"1";"28984";"Kaski";"0";"0";"";"0";"1";
"243";"Kask GPA-Evolution Speed-Air bikolor antracytowo-srebrny";"0320";"1625.203252";"0";"Pegaz";"1";"28987";"Kaski";"0";"0";"";"0";"1";
"244";"Kask GPA-Titium Pro-Line grafit flok";"03203-GPA 700/69-57";"1462.601626";"0";"Pegaz";"1";"";"Kaski";"0";"0";"";"0";"1";
"245";"Kask HKM Croco czarny";"88139100.1400";"243.089431";"0";"Pegaz";"1";"63374";"Kaski";"0";"0";"";"0";"1";
"246";"Kask HKM York Flock czarny";"89299100.1533";"316.260163";"0";"Pegaz";"1";"248";"Kaski";"0";"0";"";"0";"1";
"247";"Kask HKM York Plain czarny";"89289100.1533";"243.089431";"0";"Pegaz";"1";"250";"Kaski";"0";"0";"";"0";"1";
"248";"Kask Horze Domingo czarny";"30011-BL-L";"218.699187";"0";"Pegaz";"1";"21597";"Kaski";"0";"0";"";"0";"1";
"249";"Kask Horze Pacyfic Defenze czarny";"30014BL/BLXS-S";"137.398374";"0";"Pegaz";"1";"255";"Kaski";"0";"0";"";"0";"1";
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-L";"259.349593";"0";"Pegaz";"1";"31484";"Kaski";"0";"0";"";"0";"1";
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-L";"259.349593";"0";"Pegaz";"1";"31488";"Kaski";"0";"0";"";"0";"1";
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"812.195122";"0";"Pegaz";"1";"28988";"Kaski";"0";"0";"";"0";"1";
